"Checked"	"Protein FDR Confidence Combined"	"Master"	"Accession"	"Description"	"Exp q-value Combined"	"Sum PEP Score"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of Protein Groups"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT Sequest HT"	"Number of Peptides by Search Engine Sequest HT"	"Number of Razor Peptides"	"Abundance F1 Sample"	"Abundance F2 Sample"	"Abundance F3 Sample"	"Abundance F4 Sample"	"Found in Sample in S1 F1 Sample"	"Found in Sample in S2 F2 Sample"	"Found in Sample in S3 F3 Sample"	"Found in Sample in S4 F4 Sample"	"Modifications"
"False"	"High"	"IsMasterProtein"	"3016"	"3016"	"0.000"	"414.438"	"82"	"29"	"279"	"29"	"1"	"469"	"51.8"	"4.93"	"906.26"	"29"	"0"	"1107801534.9375"	"1111516194.55859"	"12343783.6411133"	"14412093.5947266"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1862"	"1862"	"0.000"	"404.652"	"75"	"24"	"159"	"24"	"1"	"425"	"47.7"	"6.48"	"599.78"	"24"	"0"	"1119699750.5625"	"1149447430.8125"	"5837511.30078125"	"6312025.43847656"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3597"	"3597"	"0.000"	"401.617"	"48"	"27"	"330"	"27"	"1"	"795"	"86.7"	"4.60"	"719.13"	"27"	"0"	"1514631811.10938"	"1473243760.72656"	"31996052.4731445"	"42518695.8886719"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1397"	"1397"	"0.000"	"400.525"	"53"	"38"	"108"	"38"	"1"	"1073"	"117.2"	"4.94"	"445.52"	"38"	"0"	"258566535.703125"	"273204014.21875"	"3602955.49633789"	"4317193.30419922"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1867"	"1867"	"0.000"	"378.494"	"53"	"44"	"136"	"44"	"1"	"939"	"105.2"	"6.09"	"486.48"	"44"	"0"	"584592204.78125"	"631750676.453125"	"4928592.85229492"	"5693364.31311035"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"685"	"685"	"0.000"	"371.024"	"46"	"30"	"112"	"30"	"1"	"936"	"101.2"	"5.00"	"418.60"	"30"	"0"	"261987018.640625"	"271341494.59375"	"3463837.26428223"	"4581064.93066406"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2820"	"2820"	"0.000"	"370.771"	"60"	"27"	"131"	"27"	"1"	"473"	"50.4"	"5.41"	"522.78"	"27"	"0"	"2324571190.375"	"2342024485.57031"	"10174267.5507813"	"10472235.75354"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2133"	"2133"	"0.000"	"370.056"	"46"	"26"	"264"	"26"	"1"	"748"	"81.6"	"4.30"	"700.50"	"26"	"0"	"1418177403.00781"	"1423072031.50781"	"37867401.2236328"	"44382443.8371582"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2035"	"2035"	"0.000"	"364.909"	"51"	"30"	"136"	"30"	"1"	"556"	"61.0"	"4.91"	"564.86"	"30"	"0"	"920532564.171875"	"904722765.0625"	"10477019.3601074"	"11542211.2653809"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1957"	"1957"	"0.000"	"342.265"	"39"	"46"	"102"	"46"	"1"	"1612"	"183.3"	"6.46"	"368.87"	"46"	"0"	"199997891.484375"	"205787304.578125"	"1360048.36425781"	"1546642.09960938"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1805"	"1805"	"0.000"	"334.116"	"55"	"32"	"138"	"32"	"1"	"703"	"76.4"	"4.87"	"471.96"	"32"	"0"	"847695313.773438"	"810832359.78125"	"9887666.14355469"	"12072658.1689453"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3245"	"3245"	"0.000"	"326.513"	"50"	"38"	"101"	"38"	"1"	"873"	"98.1"	"5.54"	"358.46"	"38"	"0"	"398442815.164063"	"404082802.390625"	"949055.576416016"	"1568361.72949219"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2582"	"2582"	"0.000"	"323.367"	"83"	"32"	"120"	"32"	"1"	"525"	"58.5"	"5.07"	"436.26"	"32"	"0"	"441601039.617188"	"425590933.046875"	"3712737.08813477"	"4192339.73950195"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"978"	"978"	"0.000"	"323.167"	"46"	"36"	"105"	"36"	"1"	"1295"	"140.1"	"5.12"	"354.15"	"36"	"0"	"331050571.15625"	"330969554.375"	"3482131.23022461"	"3819363.83569336"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3160"	"3160"	"0.000"	"322.261"	"65"	"32"	"95"	"32"	"1"	"573"	"63.7"	"6.67"	"364.64"	"32"	"0"	"287045280.453125"	"304682296.53125"	"971162.827880859"	"1240986.3984375"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2082"	"2082"	"0.000"	"321.453"	"56"	"29"	"89"	"29"	"1"	"820"	"90.0"	"6.87"	"328.73"	"29"	"0"	"275195161.328125"	"281928999.953125"	"1198508.32519531"	"1614199.29858398"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3804"	"3804"	"0.000"	"313.270"	"60"	"23"	"119"	"23"	"1"	"492"	"54.0"	"4.87"	"402.62"	"23"	"0"	"508813551.898438"	"531986274.703125"	"6990244.48901367"	"7531166.59228516"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1736"	"1736"	"0.000"	"308.638"	"50"	"30"	"145"	"30"	"1"	"790"	"86.8"	"4.79"	"406.26"	"30"	"0"	"1276298613.14453"	"1245419628.91797"	"13530909.2763672"	"13862599.9633789"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2822"	"2822"	"0.000"	"306.042"	"48"	"38"	"128"	"38"	"1"	"891"	"99.7"	"5.40"	"386.84"	"38"	"0"	"448484183.421875"	"427653340.953125"	"5429865.27929688"	"6373472.47460938"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2125"	"2125"	"0.000"	"299.992"	"81"	"26"	"106"	"26"	"1"	"396"	"43.3"	"5.07"	"370.07"	"26"	"0"	"556338970.859375"	"557442719.949219"	"3219432.63134766"	"3184651.62695313"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1198"	"1198"	"0.000"	"295.370"	"65"	"27"	"90"	"27"	"1"	"556"	"63.0"	"5.29"	"332.82"	"27"	"0"	"286152702.625"	"294445993.34375"	"4471984.3125"	"5225684.86230469"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1865"	"1865"	"0.000"	"295.257"	"52"	"25"	"132"	"25"	"1"	"590"	"64.7"	"5.99"	"442.07"	"25"	"0"	"1102475171.32813"	"1082591859.64453"	"6435465.0871582"	"6620118.2199707"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"784"	"784"	"0.000"	"290.228"	"70"	"25"	"64"	"25"	"1"	"663"	"71.1"	"5.02"	"317.85"	"25"	"0"	"157835322.75"	"178169557.9375"	"1110179.14648438"	"1138721.61206055"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2847"	"2847"	"0.000"	"283.826"	"53"	"30"	"75"	"30"	"1"	"902"	"102.5"	"5.66"	"327.01"	"30"	"0"	"182667152.46875"	"182307394.9375"	"1133768.90478516"	"1195686.52490234"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1738"	"1738"	"0.000"	"282.854"	"60"	"31"	"83"	"31"	"1"	"753"	"82.1"	"7.06"	"330.27"	"31"	"0"	"445543648.359375"	"455137183.140625"	"570839.658203125"	"873856.298828125"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"776"	"776"	"0.000"	"281.250"	"52"	"26"	"86"	"26"	"1"	"824"	"90.1"	"4.30"	"288.47"	"26"	"0"	"373477763.234375"	"355378891.796875"	"7817673.83691406"	"9744281.37060547"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1416"	"1416"	"0.000"	"265.501"	"51"	"27"	"190"	"27"	"1"	"854"	"92.4"	"4.42"	"483.14"	"27"	"0"	"916155629.511719"	"905299787.824219"	"19401331.1796875"	"19623845.1721191"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3539"	"3539"	"0.000"	"264.781"	"71"	"23"	"171"	"23"	"1"	"398"	"43.2"	"4.61"	"451.54"	"23"	"0"	"2147593347.09375"	"2068939980.01563"	"15463312.890625"	"18227904.28125"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1336"	"1336"	"0.000"	"262.936"	"61"	"23"	"73"	"23"	"1"	"469"	"52.7"	"5.27"	"310.57"	"23"	"0"	"239739189.640625"	"235917254.640625"	"1124531.671875"	"1302115.06518555"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2260"	"2260"	"0.000"	"253.047"	"56"	"23"	"76"	"23"	"1"	"497"	"56.4"	"5.39"	"301.14"	"23"	"0"	"344456199.546875"	"321539956.070313"	"1244862.85351563"	"1911492.26098633"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1622"	"1622"	"0.000"	"249.409"	"30"	"26"	"76"	"26"	"1"	"1126"	"123.9"	"5.82"	"299.71"	"26"	"0"	"250559583.296875"	"241504821.765625"	"5029942.00488281"	"5358846.44287109"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1073"	"1073"	"0.000"	"245.174"	"42"	"20"	"104"	"20"	"1"	"807"	"89.1"	"4.32"	"305.47"	"20"	"0"	"231203560.960938"	"238066381.15625"	"6629567.48999023"	"6928433.99414063"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2680"	"2680"	"0.000"	"245.111"	"47"	"27"	"103"	"27"	"1"	"749"	"81.8"	"6.46"	"305.13"	"27"	"0"	"531504490.265625"	"550802052.320313"	"4818827.57910156"	"6242527.83496094"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1935"	"1935"	"0.000"	"243.653"	"21"	"15"	"64"	"15"	"1"	"1322"	"137.4"	"4.22"	"256.56"	"15"	"0"	"317825632.984375"	"311536680.703125"	"1996233.0703125"	"2574826.265625"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2972"	"2972"	"0.000"	"242.897"	"66"	"20"	"77"	"20"	"1"	"471"	"51.9"	"5.01"	"324.68"	"20"	"0"	"195386621.25"	"199194830.59375"	"990894.052001953"	"1139178.98876953"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3242"	"3242"	"0.000"	"239.826"	"65"	"18"	"109"	"18"	"1"	"446"	"47.6"	"6.16"	"310.97"	"18"	"0"	"392281793.757813"	"398887533.875"	"2767239.20605469"	"3011965.1875"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1933"	"1933"	"0.000"	"239.477"	"71"	"23"	"77"	"23"	"1"	"509"	"55.1"	"5.29"	"279.08"	"23"	"0"	"215949888.453125"	"230779474.65625"	"1621628.99609375"	"1668306.88867188"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3816"	"3816"	"0.000"	"238.455"	"45"	"29"	"82"	"29"	"1"	"820"	"94.9"	"5.15"	"286.95"	"29"	"0"	"257366600.96875"	"254152303.09375"	"4212560.99291992"	"4501721.46716309"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3849"	"3849"	"0.000"	"238.326"	"62"	"25"	"117"	"25"	"1"	"513"	"55.4"	"5.44"	"345.85"	"25"	"0"	"746827453.09375"	"755761305.5"	"18130064.0546875"	"21768865.2617188"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2942"	"2942"	"0.000"	"238.312"	"73"	"20"	"66"	"20"	"1"	"400"	"44.8"	"4.89"	"273.33"	"20"	"0"	"239003010.421875"	"253079176.9375"	"2260253.91113281"	"2680474.25146484"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1756"	"1756"	"0.000"	"235.598"	"73"	"15"	"48"	"15"	"1"	"321"	"34.6"	"5.10"	"278.73"	"15"	"0"	"246015480.375"	"257929189.25"	"557546.65625"	"597904.890625"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1521"	"1521"	"0.000"	"234.900"	"53"	"33"	"87"	"33"	"1"	"738"	"82.3"	"5.48"	"302.08"	"33"	"0"	"250140557.71875"	"281255275.46875"	"2440218.47265625"	"2475909.1171875"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1075"	"1075"	"0.000"	"233.859"	"55"	"28"	"70"	"28"	"1"	"691"	"78.1"	"4.82"	"281.72"	"28"	"0"	"269241288.328125"	"273130537.09375"	"465944.367431641"	"443617.587158203"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2959"	"2959"	"0.000"	"233.790"	"52"	"22"	"71"	"22"	"1"	"754"	"82.3"	"4.37"	"283.30"	"22"	"0"	"266357768.1875"	"254364265.570313"	"2823259.22851563"	"3399581.03491211"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1642"	"1642"	"0.000"	"233.560"	"59"	"20"	"59"	"20"	"1"	"606"	"68.2"	"4.87"	"252.34"	"20"	"0"	"108305757.0625"	"112750624.9375"	"430523.129394531"	"470446.840820313"	"High"	"High"	"Peak Found"	"High"	""
"False"	"High"	"IsMasterProtein"	"1450"	"1450"	"0.000"	"233.066"	"43"	"27"	"69"	"27"	"1"	"825"	"93.3"	"6.30"	"276.92"	"27"	"0"	"293275764.515625"	"286591918.453125"	"1843150.8137207"	"2169479.55029297"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2039"	"2039"	"0.000"	"232.800"	"38"	"27"	"73"	"27"	"1"	"904"	"100.8"	"5.14"	"283.34"	"27"	"0"	"236799456.765625"	"237448971.828125"	"1756898.9675293"	"2112586.59472656"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2910"	"2910"	"0.000"	"232.586"	"55"	"21"	"67"	"21"	"1"	"549"	"60.5"	"5.86"	"245.15"	"21"	"0"	"389603588.6875"	"388285985.8125"	"1606463.98144531"	"2393381.84375"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2294"	"2294"	"0.000"	"230.482"	"27"	"20"	"43"	"20"	"1"	"1339"	"142.1"	"4.22"	"213.85"	"20"	"0"	"99953835.34375"	"92246516.8125"	"253430.857421875"	"168829.21484375"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3482"	"3482"	"0.000"	"224.943"	"50"	"28"	"69"	"28"	"1"	"688"	"78.1"	"4.70"	"256.22"	"28"	"0"	"129882794.636719"	"137695164.234375"	"661991.560302734"	"809094.118041992"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3270"	"3270"	"0.000"	"221.108"	"45"	"18"	"66"	"18"	"1"	"648"	"71.6"	"5.27"	"260.23"	"18"	"0"	"398257745.75"	"339972489.140625"	"1800509.44628906"	"2079182.19628906"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"908"	"908"	"0.000"	"219.835"	"63"	"21"	"67"	"21"	"1"	"543"	"59.8"	"5.57"	"252.15"	"21"	"0"	"235583172.986328"	"243532927.101563"	"1167574.43847656"	"1077798.98193359"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1355"	"1355"	"0.000"	"216.076"	"53"	"18"	"45"	"18"	"1"	"393"	"42.4"	"5.67"	"226.73"	"18"	"0"	"192993571.1875"	"182339402.71875"	"221965.939941406"	"314306.62890625"	"High"	"High"	"Peak Found"	"High"	""
"False"	"High"	"IsMasterProtein"	"568"	"568"	"0.000"	"215.358"	"62"	"19"	"184"	"19"	"1"	"457"	"49.9"	"4.98"	"292.61"	"19"	"0"	"248291373.02417"	"246248632.703125"	"22615787.3339844"	"29279629.3310547"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2250"	"2250"	"0.000"	"213.726"	"64"	"18"	"54"	"18"	"1"	"517"	"56.6"	"5.39"	"233.69"	"18"	"0"	"181782981.109375"	"184856960.953125"	"1435354.00976563"	"1793433.16992188"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1953"	"1953"	"0.000"	"211.181"	"50"	"15"	"79"	"15"	"1"	"686"	"75.0"	"4.51"	"307.62"	"15"	"0"	"142980430.265625"	"144699151.78125"	"3534575.53710938"	"3901454.86523438"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3015"	"3015"	"0.000"	"210.925"	"51"	"20"	"73"	"20"	"1"	"610"	"67.4"	"5.24"	"245.74"	"20"	"0"	"538961133.375"	"545230791.859375"	"4329398.27539063"	"6719512.67382813"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"399"	"399"	"0.000"	"210.687"	"58"	"18"	"52"	"18"	"1"	"563"	"62.7"	"5.14"	"209.71"	"18"	"0"	"72033861.015625"	"72984517.65625"	"648506.595703125"	"570074.50390625"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1309"	"1309"	"0.000"	"206.501"	"65"	"23"	"65"	"23"	"1"	"465"	"52.4"	"5.16"	"224.10"	"23"	"0"	"186837049.375"	"186854609.5625"	"1282979.99926758"	"1471708.03198242"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2258"	"2258"	"0.000"	"206.088"	"63"	"21"	"47"	"21"	"1"	"608"	"64.4"	"6.20"	"237.60"	"21"	"0"	"225051268.6875"	"226920724.46875"	"489331.26171875"	"632299.458984375"	"High"	"High"	"Peak Found"	"High"	""
"False"	"High"	"IsMasterProtein"	"441"	"441"	"0.000"	"205.951"	"47"	"23"	"59"	"23"	"1"	"1028"	"109.9"	"4.23"	"214.63"	"23"	"0"	"50929730.09375"	"48510451.59375"	"2114704.91699219"	"2409661.73461914"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1387"	"1387"	"0.000"	"205.190"	"54"	"28"	"170"	"28"	"1"	"642"	"69.1"	"4.82"	"386.14"	"28"	"0"	"450375344.748047"	"430363248.480469"	"6280849.37988281"	"6079946.15820313"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1101"	"1101"	"0.000"	"204.577"	"17"	"14"	"495"	"14"	"1"	"950"	"102.5"	"4.23"	"1202.38"	"14"	"0"	"2023671558.12109"	"2048115269.83789"	"87686308.8651123"	"86898518.3763428"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1544"	"1544"	"0.000"	"204.477"	"45"	"23"	"58"	"23"	"1"	"795"	"86.6"	"5.06"	"228.13"	"23"	"0"	"183700739.8125"	"172810334.359375"	"2291011.70458984"	"2683486.66577148"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1078"	"1078"	"0.000"	"202.187"	"39"	"24"	"58"	"24"	"1"	"865"	"94.5"	"5.29"	"230.50"	"24"	"0"	"97770260.71875"	"93792331.328125"	"704265.065673828"	"775454.456787109"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1107"	"1107"	"0.000"	"201.284"	"75"	"16"	"85"	"16"	"1"	"253"	"28.5"	"4.82"	"261.20"	"16"	"0"	"452396276.96875"	"471956372.59375"	"21021916.7402344"	"24734018.7055664"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1108"	"1108"	"0.000"	"201.034"	"47"	"18"	"141"	"18"	"1"	"452"	"48.4"	"5.36"	"330.22"	"18"	"0"	"457820539.980469"	"463470505.859375"	"20832578.0632324"	"21238428.6953125"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3468"	"3468"	"0.000"	"200.877"	"59"	"27"	"61"	"27"	"1"	"700"	"77.8"	"4.98"	"219.97"	"27"	"0"	"149544693.3125"	"154080866.125"	"1713774.10400391"	"2088331.55712891"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2583"	"2583"	"0.000"	"200.481"	"67"	"22"	"64"	"22"	"1"	"489"	"51.8"	"5.96"	"251.55"	"22"	"0"	"232211142.625"	"245596370.875"	"905049.431152344"	"1084520.96166992"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"675"	"675"	"0.000"	"199.316"	"51"	"19"	"121"	"19"	"1"	"454"	"49.6"	"5.33"	"375.22"	"19"	"0"	"456020874.328125"	"462517124.625"	"11718564.3891602"	"14052911.4875488"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1519"	"1519"	"0.000"	"197.953"	"70"	"18"	"142"	"18"	"1"	"401"	"45.3"	"4.74"	"349.39"	"18"	"0"	"198036672.705078"	"197186254.828125"	"3188462.60253906"	"3604267.54394531"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3344"	"3344"	"0.000"	"196.802"	"72"	"15"	"97"	"15"	"1"	"179"	"20.2"	"9.41"	"270.91"	"15"	"0"	"1203529185.46875"	"1218896175.97998"	"6430284.64990234"	"7866875.43896484"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"444"	"444"	"0.000"	"195.713"	"61"	"22"	"46"	"22"	"1"	"572"	"62.5"	"6.64"	"209.61"	"22"	"0"	"123923046.6875"	"123585407"	"935757.134765625"	"1090761.5859375"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"221"	"221"	"0.000"	"194.708"	"52"	"18"	"56"	"18"	"1"	"494"	"54.1"	"4.87"	"212.44"	"18"	"0"	"129178686.703125"	"134625959.1875"	"1046618.40136719"	"1287870.38574219"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1869"	"1869"	"0.000"	"193.727"	"59"	"18"	"362"	"18"	"1"	"388"	"41.4"	"4.87"	"1187.37"	"18"	"0"	"792922141.467773"	"804962398.037109"	"25965011.9968262"	"32224239.5883789"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1203"	"1203"	"0.000"	"192.634"	"55"	"25"	"70"	"25"	"1"	"471"	"52.9"	"5.02"	"243.71"	"25"	"0"	"268876616.9375"	"266635167.875"	"2213633.20922852"	"2360660.31176758"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3237"	"3237"	"0.000"	"191.066"	"60"	"20"	"68"	"20"	"1"	"410"	"45.6"	"4.79"	"238.29"	"20"	"0"	"284995788.75"	"291570702.3125"	"2652577.84765625"	"3413080.43359375"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2915"	"2915"	"0.000"	"190.443"	"47"	"22"	"55"	"22"	"1"	"821"	"88.4"	"5.22"	"187.89"	"22"	"0"	"78234734.96875"	"83586371"	"1221479.9453125"	"1471634.11621094"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1424"	"1424"	"0.000"	"190.416"	"70"	"9"	"51"	"9"	"1"	"210"	"22.9"	"5.02"	"269.90"	"9"	"0"	"434780922.4375"	"450174926.875"	"1135944.43164063"	"835529.544921875"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1745"	"1745"	"0.000"	"188.356"	"62"	"22"	"60"	"22"	"1"	"455"	"51.1"	"5.48"	"206.41"	"22"	"0"	"224587861.828125"	"214480075.902344"	"1437346.34106445"	"1891967.42944336"	"High"	"High"	"High"	"High"	""
