"Checked"	"Protein FDR Confidence Combined"	"Master"	"Accession"	"Description"	"Exp q-value Combined"	"Sum PEP Score"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of Protein Groups"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT Sequest HT"	"Number of Peptides by Search Engine Sequest HT"	"Number of Razor Peptides"	"Abundance F1 Sample"	"Abundance F2 Sample"	"Abundance F3 Sample"	"Abundance F4 Sample"	"Found in Sample in S1 F1 Sample"	"Found in Sample in S2 F2 Sample"	"Found in Sample in S3 F3 Sample"	"Found in Sample in S4 F4 Sample"	"Modifications"
"False"	"High"	"IsMasterProtein"	"3393"	"3393"	"0.000"	"391.306"	"71"	"25"	"171"	"25"	"1"	"398"	"43.2"	"4.61"	"546.64"	"25"	"0"	"2136489111.15625"	"2311269976.46875"	"13320437.1535645"	"15533056.800293"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1830"	"1830"	"0.000"	"389.470"	"47"	"51"	"107"	"51"	"1"	"1612"	"183.3"	"6.43"	"416.38"	"51"	"0"	"239021032.304688"	"231031683.96875"	"1047546.49023438"	"1642055.08837891"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3080"	"3080"	"0.000"	"389.253"	"61"	"41"	"154"	"41"	"1"	"873"	"98.2"	"5.54"	"522.42"	"41"	"0"	"600850633.363281"	"595019338.84375"	"1624014.15234375"	"1850954.99389648"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3559"	"3559"	"0.000"	"386.184"	"77"	"32"	"185"	"32"	"1"	"545"	"57.2"	"4.77"	"552.12"	"32"	"0"	"600655840.785156"	"633211733.802734"	"12525159.543457"	"12869149.0107422"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"577"	"577"	"0.000"	"381.458"	"58"	"37"	"195"	"37"	"1"	"898"	"99.8"	"4.53"	"544.63"	"37"	"0"	"818594348.359375"	"782430875.046875"	"52185814.7028809"	"53732906.6005859"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2418"	"2418"	"0.000"	"362.331"	"85"	"31"	"109"	"31"	"1"	"525"	"58.5"	"5.07"	"464.25"	"31"	"0"	"688941372.019531"	"686923015.777344"	"4095786.82568359"	"5001377.34472656"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3683"	"3683"	"0.000"	"360.787"	"75"	"28"	"159"	"28"	"1"	"492"	"54.0"	"4.87"	"582.66"	"28"	"0"	"1364397129.17578"	"1416303360.11987"	"4159876.72216797"	"6948282.46679688"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"988"	"988"	"0.000"	"343.299"	"58"	"20"	"373"	"20"	"1"	"452"	"48.4"	"5.36"	"1218.59"	"20"	"0"	"2026832132.51563"	"2169690851.12695"	"16450267.8530273"	"16652156.9489746"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1076"	"1076"	"0.000"	"339.200"	"74"	"34"	"111"	"34"	"1"	"556"	"63.0"	"5.29"	"411.40"	"34"	"0"	"577800131.796875"	"607179405.875"	"5238341.73071289"	"7878374.67883301"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3077"	"3077"	"0.000"	"339.016"	"83"	"27"	"163"	"27"	"1"	"446"	"47.6"	"6.16"	"509.99"	"27"	"0"	"751304544.578125"	"784502195.242188"	"4829544.91796875"	"4397232.86230469"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1250"	"1250"	"0.000"	"335.826"	"55"	"34"	"223"	"34"	"1"	"642"	"69.1"	"4.82"	"734.68"	"34"	"0"	"884877093.646484"	"877340032.96875"	"7847718.37353516"	"7805282.6730957"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2419"	"2419"	"0.000"	"327.143"	"74"	"26"	"90"	"26"	"1"	"489"	"51.8"	"5.96"	"372.69"	"26"	"0"	"583803034.943359"	"618388080.123047"	"1913255.89453125"	"1805695.73168945"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3104"	"3104"	"0.000"	"326.502"	"66"	"24"	"122"	"24"	"1"	"648"	"71.6"	"5.27"	"414.33"	"24"	"0"	"1197601388.875"	"1242163016.375"	"8648866.49511719"	"9814044.45361328"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3581"	"3581"	"0.000"	"318.210"	"72"	"29"	"95"	"29"	"1"	"532"	"57.7"	"5.10"	"381.40"	"29"	"0"	"516886095.882813"	"534529384.625"	"4004038.89892578"	"4117895.18652344"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1722"	"1722"	"0.000"	"315.798"	"54"	"25"	"243"	"25"	"1"	"590"	"64.7"	"5.99"	"748.96"	"25"	"0"	"1691222109.46875"	"1672072178.72656"	"8905471.19628906"	"8261386.60473633"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2748"	"2748"	"0.000"	"311.119"	"60"	"32"	"94"	"32"	"1"	"821"	"88.4"	"5.22"	"363.29"	"32"	"0"	"269034552.828125"	"278306576.625"	"1027415.4744873"	"1321695.51977539"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3322"	"3322"	"0.000"	"309.434"	"71"	"32"	"97"	"32"	"1"	"700"	"77.8"	"4.98"	"370.06"	"32"	"0"	"290433717.5625"	"285876040.9375"	"1752650.66699219"	"2177523.09765625"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2848"	"2848"	"0.000"	"305.826"	"57"	"22"	"94"	"22"	"1"	"610"	"67.4"	"5.24"	"372.57"	"22"	"0"	"805099577.8125"	"859442287.5625"	"4405056.36279297"	"5578671.10351563"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"955"	"955"	"0.000"	"302.185"	"57"	"32"	"77"	"32"	"1"	"865"	"94.4"	"5.29"	"309.40"	"32"	"0"	"258626346.28125"	"273307053.78125"	"1426689.9296875"	"1559322.11132813"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3208"	"3208"	"0.000"	"300.718"	"41"	"23"	"192"	"23"	"1"	"787"	"86.7"	"4.34"	"405.99"	"23"	"0"	"400093317"	"441977047.28125"	"50771051.0439453"	"48496034.3857422"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"773"	"773"	"0.000"	"299.518"	"81"	"29"	"96"	"29"	"1"	"519"	"56.4"	"5.81"	"366.34"	"29"	"0"	"238158692.34375"	"240249451.03125"	"1880917.74755859"	"1850014.74072266"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3750"	"3750"	"0.000"	"298.381"	"70"	"31"	"148"	"31"	"1"	"513"	"55.4"	"5.44"	"463.84"	"31"	"0"	"2494135668.6875"	"2558668185.40625"	"22912224.0869141"	"27213347.2739258"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1484"	"1484"	"0.000"	"296.024"	"30"	"24"	"83"	"24"	"1"	"1132"	"124.7"	"5.87"	"336.50"	"24"	"0"	"309788362.6875"	"311733514.359375"	"3915334.39257813"	"4158047.52832031"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3140"	"3140"	"0.000"	"295.756"	"58"	"30"	"84"	"30"	"1"	"908"	"101.3"	"5.58"	"352.05"	"30"	"0"	"213502650.6875"	"217236732.21875"	"1041654.31152344"	"1467211.58984375"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2997"	"2997"	"0.000"	"294.581"	"60"	"26"	"75"	"26"	"1"	"573"	"63.7"	"6.77"	"317.86"	"26"	"0"	"432392335.351563"	"381810814.515625"	"849021.099365234"	"764882.426757813"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1407"	"1407"	"0.000"	"294.180"	"69"	"35"	"85"	"35"	"1"	"795"	"86.6"	"5.06"	"326.26"	"35"	"0"	"254638484.246094"	"251694920.632813"	"2340070.51855469"	"2734394.54370117"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2647"	"2647"	"0.000"	"284.702"	"55"	"22"	"101"	"22"	"1"	"473"	"50.4"	"5.41"	"399.99"	"22"	"0"	"1141357995.71875"	"1238812134.67188"	"9086082.74707031"	"10807647.1181641"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"440"	"440"	"0.000"	"282.895"	"59"	"26"	"75"	"26"	"1"	"716"	"76.6"	"5.35"	"315.50"	"26"	"0"	"205048956.328125"	"208128677.171875"	"4230821.98486328"	"4313725.19726563"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3185"	"3185"	"0.000"	"282.607"	"79"	"23"	"121"	"23"	"1"	"329"	"36.2"	"4.78"	"461.45"	"23"	"0"	"1288066043.1875"	"1271968189.67188"	"4589416.58007813"	"5253808.98779297"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1158"	"1158"	"0.000"	"279.030"	"67"	"20"	"68"	"20"	"1"	"374"	"40.9"	"5.39"	"327.39"	"20"	"0"	"336265360.6875"	"338588319.03125"	"1415575.60546875"	"1738419.15258789"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"677"	"677"	"0.000"	"273.848"	"61"	"25"	"76"	"25"	"1"	"663"	"71.1"	"5.02"	"328.01"	"25"	"0"	"247423461.65625"	"258815889.21875"	"652351.878417969"	"507450.265136719"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2614"	"2614"	"0.000"	"273.346"	"55"	"32"	"80"	"32"	"1"	"969"	"105.1"	"5.59"	"304.25"	"32"	"0"	"237467286.4375"	"213525628.761719"	"831016.087158203"	"755202.833251953"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1997"	"1997"	"0.000"	"270.777"	"41"	"22"	"115"	"22"	"1"	"748"	"81.6"	"4.30"	"399.85"	"22"	"0"	"811837300.8125"	"808885237.125"	"19593770.9150391"	"18641610.2216797"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1911"	"1911"	"0.000"	"270.043"	"75"	"20"	"97"	"20"	"1"	"377"	"39.5"	"6.05"	"362.66"	"20"	"0"	"674589614.8125"	"664730917.5"	"3150603.86206055"	"4151983.24609375"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1949"	"1949"	"0.000"	"270.022"	"49"	"24"	"81"	"24"	"1"	"820"	"89.9"	"6.87"	"311.32"	"24"	"0"	"195002728.015625"	"208582127.679688"	"2666286.55419922"	"1972524.07421875"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3161"	"3161"	"0.000"	"265.919"	"53"	"31"	"86"	"31"	"1"	"849"	"96.5"	"6.67"	"325.24"	"31"	"0"	"179278985.09375"	"185079766.5"	"1688452.96777344"	"1930550.91113281"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1725"	"1725"	"0.000"	"265.532"	"52"	"17"	"98"	"17"	"1"	"503"	"53.3"	"5.08"	"355.76"	"17"	"0"	"620257123.625"	"663501226.75"	"4221042.17089844"	"6186183.34423828"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2120"	"2120"	"0.000"	"264.925"	"78"	"29"	"73"	"29"	"1"	"497"	"56.4"	"5.39"	"298.27"	"29"	"0"	"339983352.539063"	"371374550.210938"	"1525526.34667969"	"1654043.6640625"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3121"	"3121"	"0.000"	"262.175"	"69"	"16"	"608"	"16"	"1"	"268"	"29.4"	"4.92"	"1599.03"	"16"	"0"	"4521870134.44141"	"4578558773.62891"	"50714627.2705078"	"43659468.2906494"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3081"	"3081"	"0.000"	"261.199"	"80"	"15"	"160"	"15"	"1"	"312"	"32.2"	"4.75"	"491.30"	"15"	"0"	"1159295310.82813"	"1180811854.71875"	"18209949.8227539"	"18903321.5673828"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2392"	"2392"	"0.000"	"260.967"	"46"	"30"	"79"	"30"	"1"	"939"	"105.4"	"5.55"	"317.72"	"30"	"0"	"179188413.65625"	"179707993.6875"	"862785.799072266"	"921621.748779297"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"7"	"7"	"0.000"	"259.554"	"50"	"21"	"75"	"21"	"1"	"692"	"75.5"	"4.91"	"332.34"	"21"	"0"	"245997617.765625"	"246141596.21875"	"461785.918945313"	"567328.970214844"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2409"	"2409"	"0.000"	"259.025"	"63"	"21"	"89"	"21"	"1"	"434"	"48.7"	"4.74"	"355.80"	"21"	"0"	"682203638.5"	"687222793.1875"	"2740341.10083008"	"3752478.19384766"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"576"	"576"	"0.000"	"256.489"	"20"	"17"	"411"	"17"	"1"	"1356"	"139.7"	"4.04"	"1098.86"	"17"	"0"	"817232138.206055"	"815643583.431641"	"72216671.2874756"	"71793526.5819092"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"377"	"377"	"0.000"	"256.172"	"64"	"27"	"71"	"27"	"1"	"572"	"62.5"	"6.64"	"310.79"	"27"	"0"	"261624907.21875"	"273118360.875"	"1107700.23779297"	"1223898.64074707"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2594"	"2594"	"0.000"	"256.026"	"52"	"27"	"84"	"27"	"1"	"721"	"80.8"	"5.62"	"300.22"	"27"	"0"	"326491778.5"	"310525901.265625"	"1572244.68017578"	"1664362.0703125"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"566"	"566"	"0.000"	"255.811"	"72"	"30"	"84"	"30"	"1"	"564"	"62.4"	"4.94"	"333.69"	"30"	"0"	"182215240.984375"	"201256363.6875"	"1055632.23413086"	"1082980.11975098"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1140"	"1140"	"0.000"	"255.124"	"59"	"24"	"89"	"24"	"1"	"586"	"65.4"	"5.08"	"334.84"	"24"	"0"	"324786619"	"308129285.289063"	"2544635.9453125"	"2833362.37231445"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"838"	"838"	"0.000"	"254.387"	"82"	"24"	"78"	"24"	"1"	"290"	"30.9"	"5.03"	"307.59"	"24"	"0"	"415713129.1875"	"410355854.28125"	"7043954.74414063"	"8135924.64355469"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1921"	"1921"	"0.000"	"253.496"	"43"	"33"	"86"	"33"	"1"	"904"	"100.8"	"5.14"	"302.60"	"33"	"0"	"277295190.796875"	"286085686.914063"	"1098688.91503906"	"1729419.83642578"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1312"	"1312"	"0.000"	"251.885"	"68"	"21"	"65"	"21"	"1"	"550"	"59.3"	"5.43"	"280.52"	"21"	"0"	"133068445.9375"	"142011942.921875"	"1106609.79199219"	"1050322.82592773"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1220"	"1220"	"0.000"	"251.024"	"60"	"21"	"63"	"21"	"1"	"393"	"42.5"	"5.67"	"277.44"	"21"	"0"	"340655145.90625"	"312974567.953125"	"689735.394775391"	"829411.876220703"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"819"	"819"	"0.000"	"249.315"	"59"	"16"	"63"	"16"	"1"	"335"	"36.1"	"5.10"	"297.15"	"16"	"0"	"341891375.515625"	"346870187.03125"	"2231943.81396484"	"2307623.3125"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"489"	"489"	"0.000"	"247.955"	"60"	"18"	"134"	"18"	"1"	"465"	"51.5"	"5.34"	"455.49"	"18"	"0"	"282625534.335938"	"262738687.984375"	"2655614.88378906"	"2978876.44482422"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"346"	"346"	"0.000"	"247.172"	"64"	"22"	"93"	"22"	"1"	"403"	"44.2"	"5.07"	"366.28"	"22"	"0"	"584808375.46875"	"588200808.726563"	"4413270.97338867"	"5285547.62963867"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"374"	"374"	"0.000"	"246.224"	"50"	"28"	"74"	"28"	"1"	"1028"	"109.9"	"4.23"	"306.36"	"28"	"0"	"147393344.125"	"150468185.546875"	"3291658.1015625"	"3146115.74853516"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1504"	"1504"	"0.000"	"245.921"	"57"	"23"	"69"	"23"	"1"	"606"	"68.2"	"4.87"	"277.15"	"23"	"0"	"90578172.03125"	"92332379.4375"	"507242.28515625"	"578776.137207031"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1081"	"1081"	"0.000"	"242.522"	"73"	"30"	"83"	"30"	"1"	"471"	"52.9"	"5.02"	"293.20"	"30"	"0"	"410089146.859375"	"427624774.5"	"1561585.64331055"	"2406354.46337891"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2110"	"2110"	"0.000"	"240.968"	"76"	"22"	"68"	"22"	"1"	"517"	"56.6"	"5.39"	"287.71"	"22"	"0"	"411368246.5"	"393746671.53125"	"1872074.98828125"	"2150062.32617188"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"404"	"404"	"0.000"	"240.422"	"81"	"25"	"103"	"25"	"1"	"432"	"46.7"	"5.33"	"318.01"	"25"	"0"	"792634873.902344"	"844835070.546875"	"5004717.05444336"	"4695532.65039063"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1280"	"1280"	"0.000"	"237.966"	"41"	"23"	"126"	"23"	"1"	"854"	"92.4"	"4.42"	"341.93"	"23"	"0"	"548166016.333984"	"587921056.589844"	"6951945.46020508"	"7722710.15136719"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2516"	"2516"	"0.000"	"237.943"	"54"	"26"	"69"	"26"	"1"	"749"	"81.7"	"6.46"	"255.09"	"26"	"0"	"153887393.902344"	"156553569.613281"	"1457552.74072266"	"1389764.36035156"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2215"	"2215"	"0.000"	"237.258"	"63"	"15"	"57"	"15"	"1"	"404"	"42.2"	"5.05"	"280.49"	"15"	"0"	"226560091.03125"	"228751202.90625"	"2369270.37304688"	"2405585.84326172"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"495"	"495"	"0.000"	"237.179"	"54"	"21"	"62"	"21"	"1"	"596"	"66.9"	"8.87"	"236.91"	"21"	"0"	"211478061.117188"	"222636592.703125"	"1712067.22509766"	"1987928.05273438"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1726"	"1726"	"0.000"	"236.313"	"70"	"22"	"427"	"22"	"1"	"388"	"41.4"	"4.87"	"1571.85"	"22"	"0"	"1925420446.21289"	"2012655937.11328"	"32606830.7790527"	"32134144.3293457"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1989"	"1989"	"0.000"	"235.671"	"78"	"22"	"88"	"22"	"1"	"396"	"43.3"	"5.07"	"309.99"	"22"	"0"	"480235829.3125"	"490388408.40625"	"3251643.30175781"	"3479573.92724609"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2406"	"2406"	"0.000"	"231.606"	"56"	"35"	"83"	"35"	"1"	"783"	"87.3"	"6.06"	"277.53"	"35"	"0"	"174680349"	"191984479.75"	"1459931.01904297"	"1735631.06933594"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2352"	"2352"	"0.000"	"229.570"	"73"	"23"	"77"	"23"	"1"	"418"	"45.1"	"5.97"	"331.95"	"23"	"0"	"430702663.71875"	"405220381.882813"	"2365717.04882813"	"3301035.17773438"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2805"	"2805"	"0.000"	"229.149"	"67"	"22"	"68"	"22"	"1"	"471"	"51.9"	"5.05"	"285.37"	"22"	"0"	"293640925.734375"	"298236833.4375"	"1438611.60742188"	"1247032.13061523"	"High"	"High"	"High"	"High"	""
