"Checked"	"Protein FDR Confidence Combined"	"Master"	"Accession"	"Description"	"Exp q-value Combined"	"Sum PEP Score"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of Protein Groups"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT Sequest HT"	"Number of Peptides by Search Engine Sequest HT"	"Number of Razor Peptides"	"Abundance F1 Sample"	"Abundance F2 Sample"	"Abundance F3 Sample"	"Abundance F4 Sample"	"Found in Sample in S1 F1 Sample"	"Found in Sample in S2 F2 Sample"	"Found in Sample in S3 F3 Sample"	"Found in Sample in S4 F4 Sample"	"Modifications"
"False"	"High"	"IsMasterProtein"	"1134"	"1134"	"0.000"	"420.134"	"60"	"31"	"242"	"31"	"1"	"862"	"92.8"	"4.37"	"650.33"	"31"	"0"	"1026176367.65332"	"829783700.011719"	"60011128.5341797"	"65895393.3372803"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1865"	"1865"	"0.000"	"413.029"	"46"	"42"	"120"	"42"	"1"	"939"	"105.2"	"6.09"	"497.27"	"42"	"0"	"359099836.867188"	"256872023.224609"	"4961391.25976563"	"4420645.52160645"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3817"	"3817"	"0.000"	"398.620"	"92"	"28"	"141"	"28"	"1"	"461"	"49.9"	"4.88"	"534.08"	"28"	"0"	"1072289507.29688"	"793700239.945313"	"1269616.39697266"	"1600273.70825195"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2114"	"2114"	"0.000"	"383.407"	"43"	"29"	"220"	"29"	"1"	"748"	"81.6"	"4.30"	"649.48"	"29"	"0"	"1057967301.74609"	"818588083.863281"	"47715161.8388672"	"50033165.8369141"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1863"	"1863"	"0.000"	"378.273"	"54"	"26"	"137"	"26"	"1"	"590"	"64.7"	"5.99"	"491.60"	"26"	"0"	"887287069.742188"	"614803528.960938"	"366885.951171875"	"363890.4609375"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2984"	"2984"	"0.000"	"359.264"	"59"	"23"	"180"	"23"	"1"	"469"	"51.8"	"4.93"	"555.88"	"23"	"0"	"632328941.582031"	"530302494.544922"	"8355082.11083984"	"10045403.9765625"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2930"	"2930"	"0.000"	"358.689"	"59"	"30"	"104"	"29"	"1"	"754"	"82.2"	"4.40"	"445.37"	"30"	"1"	"383253098.145508"	"282737901.374023"	"7000411.75390625"	"8870373.01074219"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1808"	"1808"	"0.000"	"349.407"	"60"	"35"	"112"	"35"	"1"	"703"	"76.3"	"4.89"	"424.98"	"35"	"0"	"466735739.462891"	"354829890.696289"	"2982656.84912109"	"3628166.05175781"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1359"	"1359"	"0.000"	"325.668"	"39"	"29"	"83"	"29"	"1"	"1073"	"117.3"	"4.94"	"331.22"	"29"	"0"	"187312414.423828"	"145950106.598633"	"2460.29467773438"	"18025.8090820313"	"High"	"High"	"Peak Found"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"3526"	"3526"	"0.000"	"323.940"	"76"	"28"	"133"	"28"	"1"	"398"	"43.2"	"4.61"	"467.63"	"28"	"0"	"1752524071.44922"	"1320357106.20508"	"20375922.5371094"	"20828703.2402344"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1623"	"1623"	"0.000"	"323.823"	"38"	"37"	"108"	"37"	"1"	"1120"	"123.4"	"5.82"	"349.89"	"37"	"0"	"252793538.835938"	"199071052.207031"	"3289090.04589844"	"3532367.6796875"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2016"	"2016"	"0.000"	"317.941"	"54"	"37"	"86"	"37"	"1"	"968"	"106.0"	"4.34"	"273.90"	"37"	"0"	"122751575.15625"	"84677275.7382813"	"5613263.5546875"	"5225552.5078125"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2806"	"2806"	"0.000"	"317.677"	"50"	"38"	"91"	"38"	"1"	"891"	"99.8"	"5.34"	"336.76"	"38"	"0"	"320564244.742188"	"248124681.890625"	"545607.424804688"	"396378.655761719"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2820"	"2820"	"0.000"	"313.242"	"52"	"35"	"85"	"35"	"1"	"902"	"102.5"	"5.66"	"322.62"	"35"	"0"	"140849627.347656"	"75835069.8847656"	"1139328.53076172"	"1161709.42529297"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"940"	"940"	"0.000"	"312.904"	"58"	"37"	"102"	"37"	"1"	"825"	"92.5"	"4.60"	"346.43"	"37"	"0"	"204344142.6875"	"148338768.09375"	"8219963.20996094"	"8395869.984375"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2666"	"2666"	"0.000"	"309.960"	"53"	"31"	"89"	"31"	"1"	"749"	"81.7"	"6.46"	"342.47"	"31"	"0"	"481516856.109375"	"405527696.304688"	"57126.73046875"	"97162.9028320313"	"High"	"High"	"Peak Found"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"2180"	"2180"	"0.000"	"308.382"	"52"	"32"	"130"	"32"	"1"	"946"	"102.9"	"4.41"	"358.17"	"32"	"0"	"344092679.414063"	"247306127"	"29292830.5722656"	"30248664.8847656"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2804"	"2804"	"0.000"	"307.288"	"55"	"22"	"83"	"22"	"1"	"473"	"50.4"	"5.41"	"364.29"	"22"	"0"	"793933410.830078"	"570686618.390625"	"276954.874023438"	"224532.086914063"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3786"	"3786"	"0.000"	"302.021"	"54"	"41"	"109"	"41"	"1"	"820"	"94.9"	"5.15"	"314.45"	"41"	"0"	"260362535.246094"	"196457249.429688"	"2795038.70947266"	"3479864.84179688"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1379"	"1379"	"0.000"	"295.495"	"42"	"28"	"345"	"28"	"1"	"854"	"92.4"	"4.42"	"603.88"	"28"	"0"	"1095869624.48438"	"850288533.117188"	"48344057.7775879"	"52316181.2060547"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2554"	"2554"	"0.000"	"290.907"	"63"	"26"	"76"	"26"	"1"	"434"	"48.7"	"4.74"	"364.97"	"26"	"0"	"440572452.234375"	"272393934.160156"	""	""	"High"	"High"	"Not Found"	"Not Found"	""
"False"	"High"	"IsMasterProtein"	"3209"	"3209"	"0.000"	"285.377"	"48"	"37"	"80"	"37"	"1"	"873"	"98.1"	"5.54"	"304.92"	"37"	"0"	"262519908.417969"	"191327176.501953"	"32990.13671875"	"30814.0794677734"	"High"	"High"	"Peak Found"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"3819"	"3819"	"0.000"	"279.699"	"60"	"31"	"95"	"31"	"1"	"513"	"55.4"	"5.44"	"348.11"	"31"	"0"	"765284209.386719"	"571741476.373047"	"2800807.71484375"	"2776450.37109375"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"579"	"579"	"0.000"	"279.487"	"42"	"27"	"117"	"26"	"1"	"797"	"87.3"	"4.49"	"344.36"	"27"	"0"	"692531204.637695"	"442691761.856934"	"3327098.44140625"	"4785026.31054688"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1349"	"1349"	"0.000"	"277.377"	"55"	"26"	"79"	"26"	"1"	"642"	"69.1"	"4.82"	"332.94"	"26"	"0"	"561406972.1875"	"374395861.029297"	"91932.81640625"	"101080.090820313"	"High"	"High"	"High"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"1264"	"1264"	"0.000"	"269.040"	"60"	"34"	"100"	"34"	"1"	"693"	"76.9"	"4.49"	"310.42"	"34"	"0"	"268074611.164063"	"206121911.150391"	"15556585.5351563"	"16325016.4677734"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"655"	"655"	"0.000"	"264.470"	"41"	"25"	"68"	"25"	"1"	"936"	"101.2"	"5.00"	"312.34"	"25"	"0"	"126001236.335938"	"97606353.9609375"	"46335.8310546875"	"68882.3823242188"	"High"	"High"	"Peak Found"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"642"	"642"	"0.000"	"262.187"	"39"	"16"	"76"	"16"	"1"	"926"	"95.9"	"3.94"	"328.83"	"16"	"0"	"309342957.03125"	"241413353.578125"	"21891238.6484375"	"21816437.1894531"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"954"	"954"	"0.000"	"257.639"	"39"	"30"	"61"	"30"	"1"	"1295"	"140.2"	"5.15"	"250.02"	"30"	"0"	"176667057.34375"	"135903907.453125"	"32023.2548828125"	"65440.95703125"	"High"	"High"	"Peak Found"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"1715"	"1715"	"0.000"	"253.090"	"53"	"31"	"90"	"31"	"1"	"731"	"80.9"	"4.49"	"255.85"	"31"	"0"	"179355711.060547"	"150589305.723145"	"15038900.9400635"	"15160050.6501465"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2064"	"2064"	"0.000"	"240.046"	"50"	"26"	"62"	"26"	"1"	"820"	"90.0"	"6.87"	"226.44"	"26"	"0"	"92906768.4765625"	"57632449.9199219"	"38901.78515625"	"26006.62890625"	"High"	"High"	"Peak Found"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"2563"	"2563"	"0.000"	"239.647"	"67"	"22"	"61"	"22"	"1"	"525"	"58.5"	"5.07"	"269.17"	"22"	"0"	"139452646.734375"	"94727270.6015625"	"5013.79443359375"	"35280.5190429688"	"High"	"High"	"Peak Found"	"High"	""
"False"	"High"	"IsMasterProtein"	"1063"	"1063"	"0.000"	"236.238"	"43"	"29"	"68"	"29"	"1"	"981"	"108.6"	"4.37"	"230.94"	"29"	"0"	"111567838.15625"	"90725871.5"	"6177986.47460938"	"7085692.68408203"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1933"	"1933"	"0.000"	"235.333"	"18"	"17"	"72"	"17"	"1"	"1322"	"137.4"	"4.22"	"263.02"	"17"	"0"	"190902145.289063"	"135074173.507813"	"5259226.01269531"	"6021007.31542969"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1860"	"1860"	"0.000"	"232.115"	"71"	"20"	"76"	"20"	"1"	"425"	"47.7"	"6.40"	"240.58"	"20"	"0"	"272657837.882813"	"215201828.445313"	"254847.298339844"	"284571.692382813"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3201"	"3201"	"0.000"	"230.720"	"74"	"27"	"84"	"27"	"1"	"410"	"45.6"	"4.79"	"283.04"	"27"	"0"	"418842603.109375"	"261019709.082031"	"119852.690795898"	"176312.166503906"	"High"	"High"	"High"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"3206"	"3206"	"0.000"	"230.353"	"73"	"20"	"81"	"20"	"1"	"446"	"47.6"	"6.32"	"245.31"	"20"	"0"	"242641867.558594"	"181325869.626953"	"540201.203125"	"535731.945922852"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3325"	"3325"	"0.000"	"228.693"	"68"	"17"	"83"	"17"	"1"	"179"	"20.2"	"9.41"	"295.40"	"17"	"0"	"1456444492.75781"	"1059128219.15625"	"623510.997314453"	"395442.689453125"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3271"	"3271"	"0.000"	"226.407"	"40"	"26"	"67"	"26"	"1"	"913"	"101.7"	"5.66"	"228.49"	"26"	"0"	"85537098.5625"	"56159700.140625"	"31077.0367431641"	"26520.9311523438"	"High"	"High"	"Peak Found"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"1643"	"1643"	"0.000"	"225.835"	"49"	"18"	"46"	"18"	"1"	"606"	"68.3"	"4.87"	"191.01"	"18"	"0"	"59618142.9414063"	"37708841.4833984"	"219070.586914063"	"127404.263183594"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1071"	"1071"	"0.000"	"224.360"	"53"	"22"	"136"	"22"	"1"	"452"	"48.4"	"5.36"	"355.61"	"22"	"0"	"459964501.873047"	"344984107.835938"	"11707510.3857422"	"11823154.6777344"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3774"	"3774"	"0.000"	"224.059"	"54"	"20"	"83"	"20"	"1"	"492"	"54.0"	"4.87"	"234.51"	"20"	"0"	"221582146.453125"	"179084970.375"	"10956216.609375"	"12172969.390625"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2983"	"2983"	"0.000"	"221.069"	"45"	"19"	"70"	"19"	"1"	"610"	"67.4"	"5.24"	"272.78"	"19"	"0"	"418327808.882813"	"276063462.269531"	"8699.51953125"	"37310.34765625"	"High"	"High"	"Peak Found"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"3675"	"3675"	"0.000"	"220.721"	"56"	"19"	"46"	"19"	"1"	"447"	"48.8"	"6.60"	"213.26"	"19"	"0"	"223200813.546875"	"154283210.230469"	"1592352"	"1627702.875"	"High"	"High"	"Peak Found"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"1070"	"1070"	"0.000"	"217.992"	"76"	"17"	"75"	"17"	"1"	"253"	"28.5"	"4.82"	"281.42"	"17"	"0"	"467269965.001953"	"366523210.267578"	"4560176.40332031"	"4482682.86865234"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3122"	"3122"	"0.000"	"217.446"	"53"	"20"	"55"	"20"	"1"	"573"	"63.7"	"6.67"	"228.63"	"20"	"0"	"199600726.710938"	"136463182.628906"	""	""	"High"	"High"	"Not Found"	"Not Found"	""
"False"	"High"	"IsMasterProtein"	"558"	"558"	"0.000"	"215.765"	"73"	"21"	"82"	"21"	"1"	"457"	"49.9"	"4.91"	"236.89"	"21"	"0"	"166299819.8125"	"152619566.757813"	"35188755.0791016"	"38865062.0507813"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3454"	"3454"	"0.000"	"214.620"	"58"	"25"	"52"	"25"	"1"	"700"	"77.8"	"4.98"	"228.64"	"25"	"0"	"118428895.125"	"90927323.5"	""	""	"High"	"High"	"Not Found"	"Not Found"	""
"False"	"High"	"IsMasterProtein"	"421"	"421"	"0.000"	"211.448"	"44"	"25"	"65"	"25"	"1"	"1028"	"109.9"	"4.23"	"251.07"	"25"	"0"	"87851683.109375"	"75880515.9785156"	"10122211.8476563"	"9291822.54296875"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1867"	"1867"	"0.000"	"208.281"	"61"	"22"	"90"	"22"	"1"	"388"	"41.4"	"4.87"	"254.50"	"22"	"0"	"500769181.765625"	"407951983.539063"	"411733"	"458433.479003906"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3291"	"3291"	"0.000"	"207.919"	"38"	"23"	"54"	"23"	"1"	"765"	"87.9"	"5.44"	"219.69"	"23"	"0"	"116730478.742188"	"84496305.8554688"	"135232.21875"	""	"High"	"High"	"Peak Found"	"Not Found"	""
"False"	"High"	"IsMasterProtein"	"1274"	"1274"	"0.000"	"206.927"	"60"	"23"	"55"	"23"	"1"	"465"	"52.3"	"5.16"	"216.74"	"23"	"0"	"93364771.6240234"	"64562169.3837891"	""	"2896.97119140625"	"High"	"High"	"Not Found"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"2564"	"2564"	"0.000"	"202.911"	"61"	"19"	"47"	"19"	"1"	"489"	"51.8"	"5.96"	"227.86"	"19"	"0"	"144683778.578125"	"104122763.625"	"21995.31640625"	"23044.45703125"	"High"	"High"	"High"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"1038"	"1038"	"0.000"	"198.496"	"55"	"25"	"49"	"25"	"1"	"691"	"78.0"	"4.79"	"213.63"	"25"	"0"	"107517809.3125"	"74340957.2109375"	"1271850.52539063"	"1283733.60839844"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1866"	"1866"	"0.000"	"192.325"	"41"	"16"	"49"	"16"	"1"	"503"	"53.3"	"5.08"	"209.00"	"16"	"0"	"188258636.34375"	"143698307.617188"	"295653.377929688"	"316628.01953125"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3290"	"3290"	"0.000"	"191.273"	"59"	"22"	"59"	"22"	"1"	"378"	"43.3"	"6.81"	"231.45"	"22"	"0"	"218533225.28125"	"171592487.105469"	"170374.91015625"	"8727.263671875"	"High"	"High"	"Peak Found"	"High"	""
"False"	"High"	"IsMasterProtein"	"747"	"747"	"0.000"	"191.245"	"43"	"23"	"63"	"23"	"1"	"824"	"90.1"	"4.30"	"192.45"	"23"	"0"	"122407259.742188"	"93701429.5625"	"6340172.43212891"	"6596476.3828125"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2035"	"2035"	"0.000"	"190.457"	"27"	"19"	"51"	"19"	"1"	"904"	"100.8"	"5.12"	"206.96"	"19"	"0"	"165887242"	"107924851.625"	"13153.1064453125"	"17198.2834472656"	"High"	"High"	"Peak Found"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"755"	"755"	"0.000"	"189.764"	"52"	"18"	"35"	"18"	"1"	"663"	"71.1"	"5.02"	"184.45"	"18"	"0"	"101728372.15625"	"76767928.390625"	"123281.705566406"	"96092.3588867188"	"High"	"High"	"Peak Found"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"3312"	"3312"	"0.000"	"189.418"	"74"	"20"	"52"	"20"	"1"	"329"	"36.2"	"4.78"	"194.73"	"20"	"0"	"243213628.546875"	"136832256.898438"	"156205.088378906"	"141165.42578125"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1739"	"1739"	"0.000"	"189.114"	"37"	"21"	"54"	"21"	"1"	"790"	"86.8"	"4.79"	"213.13"	"21"	"0"	"199705897.609375"	"164110861.3125"	"26269.673828125"	"106195.9140625"	"High"	"High"	"High"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"606"	"606"	"0.000"	"188.914"	"54"	"19"	"56"	"19"	"1"	"650"	"70.7"	"4.64"	"229.78"	"19"	"0"	"199703315.789551"	"146448077.873047"	"5263593.38476563"	"4981643.19335938"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2943"	"2943"	"0.000"	"187.569"	"54"	"15"	"48"	"15"	"1"	"471"	"51.9"	"5.01"	"204.11"	"15"	"0"	"143145358.078125"	"106514562.8125"	"21583.181640625"	"2823.23559570313"	"High"	"High"	"Peak Found"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"2243"	"2243"	"0.000"	"185.675"	"61"	"23"	"53"	"23"	"1"	"497"	"56.4"	"5.39"	"198.19"	"23"	"0"	"203985763.109375"	"123728251.117188"	"53677.427734375"	"47234.7399902344"	"High"	"High"	"Peak Found"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"2887"	"2887"	"0.000"	"185.608"	"41"	"18"	"42"	"18"	"1"	"821"	"88.4"	"5.26"	"185.27"	"18"	"0"	"57751177.0625"	"37303493.5"	"66195"	"95259.828125"	"High"	"High"	"High"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"2496"	"2496"	"0.000"	"177.246"	"49"	"17"	"44"	"17"	"1"	"418"	"45.1"	"5.97"	"207.35"	"17"	"0"	"73624170.1875"	"50968336.03125"	"57320.71484375"	"80449.5755615234"	"High"	"High"	"Peak Found"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"2023"	"2023"	"0.000"	"176.958"	"66"	"16"	"40"	"16"	"1"	"377"	"39.5"	"6.05"	"183.90"	"16"	"0"	"86238183.4375"	"58953764.96875"	"24825.177734375"	"29020.6328125"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"554"	"554"	"0.000"	"175.736"	"44"	"20"	"51"	"20"	"1"	"596"	"66.9"	"9.07"	"183.60"	"20"	"0"	"152006435.75"	"86798068.6757813"	"22640.0891113281"	"18648.9865722656"	"High"	"High"	"Peak Found"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"883"	"883"	"0.000"	"173.984"	"65"	"20"	"57"	"20"	"1"	"543"	"59.8"	"5.57"	"202.00"	"20"	"0"	"120772598.125"	"91115198.8984375"	""	""	"High"	"High"	"Not Found"	"Not Found"	""
"False"	"High"	"IsMasterProtein"	"1734"	"1734"	"0.000"	"173.325"	"38"	"23"	"52"	"23"	"1"	"903"	"98.0"	"4.40"	"154.29"	"23"	"0"	"24739870.78125"	"20423886.3125"	"4059406.9140625"	"4088220.515625"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"503"	"503"	"0.000"	"172.729"	"52"	"22"	"48"	"22"	"1"	"716"	"76.6"	"5.39"	"199.57"	"22"	"0"	"88653465.9960938"	"68692443.1894531"	"9626.572265625"	"35443.9248046875"	"High"	"High"	"Peak Found"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"1168"	"1168"	"0.000"	"172.455"	"71"	"24"	"50"	"24"	"1"	"471"	"52.9"	"5.02"	"177.90"	"24"	"0"	"139751143.242188"	"89650748.8359375"	""	"75569.18359375"	"High"	"High"	"Not Found"	"High"	""
"False"	"High"	"IsMasterProtein"	"1546"	"1546"	"0.000"	"171.410"	"41"	"21"	"44"	"21"	"1"	"795"	"86.6"	"5.08"	"166.14"	"21"	"0"	"113444632.515625"	"80381717.890625"	"170968.28125"	"180315.96875"	"High"	"High"	"Peak Found"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"1955"	"1955"	"0.000"	"168.355"	"29"	"31"	"56"	"31"	"1"	"1612"	"183.3"	"6.43"	"191.74"	"31"	"0"	"63499024.6875"	"45222126.328125"	"17087.17578125"	""	"High"	"High"	"Peak Found"	"Not Found"	""
"False"	"High"	"IsMasterProtein"	"1036"	"1036"	"0.000"	"168.212"	"38"	"17"	"33"	"17"	"1"	"807"	"89.1"	"4.32"	"123.92"	"17"	"0"	"63519961.765625"	"38229891.6464844"	"1801910.86132813"	"1838916.87304688"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1075"	"1075"	"0.000"	"166.005"	"48"	"22"	"69"	"22"	"1"	"421"	"47.6"	"7.47"	"195.32"	"22"	"0"	"180363597.546875"	"119491908.949219"	"1984478.77148438"	"2044858.15625"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"425"	"425"	"0.000"	"165.602"	"62"	"19"	"39"	"19"	"1"	"572"	"62.5"	"6.57"	"162.90"	"19"	"0"	"64898798.390625"	"48321896.0859375"	"247542.09375"	"237650.359375"	"High"	"High"	"Peak Found"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"1162"	"1162"	"0.000"	"165.347"	"50"	"22"	"57"	"22"	"1"	"556"	"63.0"	"5.29"	"205.29"	"22"	"0"	"258513019.296875"	"205361758.552734"	"100982.8515625"	"134265.939453125"	"High"	"High"	"Peak Found"	"High"	""
