"Checked"	"Protein FDR Confidence Combined"	"Master"	"Accession"	"Description"	"Exp q-value Combined"	"Sum PEP Score"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of Protein Groups"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT Sequest HT"	"Number of Peptides by Search Engine Sequest HT"	"Number of Razor Peptides"	"Abundance F1 Sample"	"Abundance F2 Sample"	"Abundance F3 Sample"	"Abundance F4 Sample"	"Found in Sample in S1 F1 Sample"	"Found in Sample in S2 F2 Sample"	"Found in Sample in S3 F3 Sample"	"Found in Sample in S4 F4 Sample"	"Modifications"
"False"	"High"	"IsMasterProtein"	"802"	"802"	"0.000"	"323.120"	"73"	"30"	"86"	"30"	"1"	"663"	"71.1"	"5.02"	"372.64"	"30"	"0"	"265303566.921875"	"254311468.960938"	"5273504.28125"	"5309619.4296875"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1506"	"1506"	"0.000"	"319.063"	"68"	"36"	"99"	"36"	"1"	"795"	"86.7"	"5.06"	"403.49"	"36"	"0"	"404034789.9375"	"420621290.5625"	"17515307.3657227"	"12860311.4873047"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2907"	"2907"	"0.000"	"317.308"	"76"	"27"	"99"	"27"	"1"	"471"	"52.0"	"5.05"	"423.25"	"27"	"0"	"683190090.25"	"698672563.4375"	"11227799.885498"	"9804875.67114258"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1173"	"1173"	"0.000"	"312.151"	"65"	"28"	"118"	"28"	"1"	"556"	"63.0"	"5.29"	"449.74"	"28"	"0"	"632558536.96875"	"652978904.625"	"28648839.1875"	"24986167.6604004"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1605"	"1605"	"0.000"	"310.046"	"65"	"23"	"96"	"23"	"1"	"606"	"68.2"	"4.92"	"385.51"	"23"	"0"	"134332567.640625"	"126151444.375"	"7042097.72265625"	"5569066.81689453"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1797"	"1797"	"0.000"	"309.599"	"74"	"28"	"559"	"28"	"1"	"388"	"41.4"	"4.87"	"1819.34"	"28"	"0"	"2111980386.65625"	"2060253413.44336"	"129336756.04126"	"121631647.708252"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2022"	"2022"	"0.000"	"307.573"	"47"	"35"	"107"	"35"	"1"	"904"	"100.8"	"5.14"	"366.30"	"35"	"0"	"411864800.617188"	"418619012.21875"	"7421222.74389648"	"6760016.48400879"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3222"	"3222"	"0.000"	"305.153"	"73"	"28"	"131"	"28"	"1"	"410"	"45.6"	"4.79"	"485.25"	"28"	"0"	"1135855013.12695"	"1151200361.13086"	"30623111.3017578"	"27261825.5819092"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3653"	"3653"	"0.000"	"305.150"	"73"	"27"	"142"	"27"	"1"	"545"	"57.2"	"4.77"	"520.46"	"27"	"0"	"451431500.40625"	"457667416.289063"	"66449226.9084473"	"59476446.9119873"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"530"	"530"	"0.000"	"304.492"	"56"	"27"	"97"	"27"	"1"	"716"	"76.7"	"5.40"	"412.83"	"27"	"0"	"317491907.171875"	"309818717.207031"	"13296758.1171875"	"10815588.7421875"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3761"	"3761"	"0.000"	"303.525"	"63"	"23"	"161"	"23"	"1"	"492"	"54.0"	"4.87"	"503.75"	"23"	"0"	"875929631.414063"	"840598463.890625"	"26591294.6098633"	"23969646.2109375"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1052"	"1052"	"0.000"	"302.399"	"52"	"32"	"82"	"32"	"1"	"865"	"94.4"	"5.29"	"354.80"	"32"	"0"	"247522698.3125"	"244428557.59375"	"6119361.80395508"	"5593123.66589355"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2555"	"2555"	"0.000"	"298.110"	"73"	"26"	"93"	"26"	"1"	"525"	"58.5"	"5.10"	"393.60"	"26"	"0"	"520263437.4375"	"504790730.3125"	"12474010.2145996"	"8181248.46289063"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1796"	"1796"	"0.000"	"297.742"	"49"	"19"	"116"	"19"	"1"	"503"	"53.3"	"5.08"	"456.44"	"19"	"0"	"867308614.369141"	"857420308.484375"	"54264157.1412354"	"48973596.9698486"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2608"	"2608"	"0.000"	"295.536"	"71"	"26"	"83"	"26"	"1"	"531"	"58.6"	"5.20"	"352.09"	"26"	"0"	"624325304.03125"	"596122214.5"	"9607244.50488281"	"8290824.61425781"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1083"	"1083"	"0.000"	"292.890"	"62"	"22"	"331"	"22"	"1"	"452"	"48.4"	"5.36"	"999.41"	"22"	"0"	"1247564212.85156"	"1197914842.44922"	"147666479.033203"	"137016536.273438"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3661"	"3661"	"0.000"	"290.194"	"67"	"22"	"90"	"22"	"1"	"447"	"48.8"	"6.48"	"383.65"	"22"	"0"	"729951905.734375"	"713641715"	"20343824.9576416"	"19148406.9150391"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3335"	"3335"	"0.000"	"286.877"	"42"	"21"	"126"	"21"	"1"	"787"	"86.9"	"4.34"	"361.86"	"21"	"0"	"182005127.53125"	"183541963.921875"	"139554815.279297"	"116331278.529297"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2659"	"2659"	"0.000"	"285.252"	"60"	"32"	"106"	"32"	"1"	"749"	"81.7"	"6.46"	"366.42"	"32"	"0"	"433933374.625"	"388260972.375"	"13520988.0429688"	"11998128.6328125"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2012"	"2012"	"0.000"	"283.723"	"75"	"20"	"99"	"20"	"1"	"377"	"39.5"	"6.05"	"453.37"	"20"	"0"	"499689455.84375"	"498304758.5"	"10984844.4138184"	"9530408.2734375"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3085"	"3085"	"0.000"	"280.105"	"78"	"24"	"119"	"24"	"1"	"377"	"41.2"	"6.65"	"432.99"	"24"	"0"	"738869482.375"	"700958920.863281"	"31081823.4770508"	"27841083.6245117"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2770"	"2770"	"0.000"	"277.386"	"50"	"28"	"154"	"28"	"1"	"683"	"71.8"	"4.70"	"480.72"	"28"	"0"	"988112393.660156"	"960394340.320313"	"110159487.868652"	"98837787.7131348"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1677"	"1677"	"0.000"	"276.965"	"60"	"24"	"74"	"24"	"1"	"455"	"51.1"	"5.40"	"313.90"	"24"	"0"	"302539561.8125"	"299533778.921875"	"6992455.36083984"	"8882329.07275391"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1627"	"1627"	"0.000"	"274.162"	"46"	"22"	"85"	"22"	"1"	"498"	"55.4"	"4.46"	"390.48"	"22"	"0"	"438005475.125"	"435829535.15625"	"10006773.2441406"	"8459340.31640625"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"679"	"679"	"0.000"	"271.648"	"53"	"24"	"82"	"23"	"1"	"610"	"69.6"	"4.87"	"337.82"	"24"	"1"	"477817852.0625"	"450548002.671875"	"7276431.921875"	"5957209.06738281"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2894"	"2894"	"0.000"	"269.417"	"53"	"22"	"100"	"22"	"1"	"772"	"84.2"	"4.41"	"396.88"	"22"	"0"	"222649450.375"	"210419548"	"37333729.9414063"	"36270881.8339844"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2050"	"2050"	"0.000"	"263.984"	"52"	"27"	"76"	"27"	"1"	"820"	"90.0"	"6.87"	"312.83"	"27"	"0"	"205550170.265625"	"202467190.03125"	"3469522.91015625"	"3894503.8671875"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"429"	"429"	"0.000"	"262.422"	"71"	"28"	"104"	"28"	"1"	"403"	"44.2"	"5.24"	"396.68"	"28"	"0"	"457657563.199219"	"454413198.886719"	"29699690.2177734"	"24297106.5249023"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1194"	"1194"	"0.000"	"261.982"	"56"	"27"	"84"	"27"	"1"	"713"	"77.1"	"7.90"	"306.25"	"27"	"0"	"220428265.03125"	"207997124.828125"	"5462989.828125"	"5520093.52539063"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1318"	"1318"	"0.000"	"261.363"	"57"	"18"	"79"	"18"	"1"	"393"	"42.4"	"5.67"	"361.86"	"18"	"0"	"390838766.046875"	"404415947.09375"	"3968389.75"	"3893529.9140625"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"557"	"557"	"0.000"	"259.791"	"47"	"24"	"197"	"24"	"1"	"539"	"57.8"	"4.32"	"490.29"	"24"	"0"	"649330695.34375"	"644188733.238281"	"208334109.767578"	"178774699.988281"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1663"	"1663"	"0.000"	"258.667"	"44"	"26"	"74"	"26"	"1"	"903"	"98.0"	"4.40"	"291.33"	"26"	"0"	"92962632.6953125"	"87429948.78125"	"19892634.9375"	"18241529.7089844"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"940"	"940"	"0.000"	"258.664"	"82"	"23"	"85"	"23"	"1"	"290"	"30.9"	"5.03"	"363.52"	"23"	"0"	"418878112.25"	"415230451.25"	"32690761.7695313"	"26625242.5292969"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1220"	"1220"	"0.000"	"258.638"	"73"	"21"	"73"	"21"	"1"	"362"	"39.6"	"5.81"	"336.45"	"21"	"0"	"487265071.09375"	"479094190.5"	"7785935.4609375"	"6359939.05859375"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1378"	"1378"	"0.000"	"258.489"	"41"	"24"	"261"	"24"	"1"	"854"	"92.4"	"4.42"	"528.39"	"24"	"0"	"708849293.640625"	"690424024.384766"	"133157837.62085"	"118026340.821289"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1055"	"1055"	"0.000"	"258.370"	"72"	"31"	"91"	"31"	"1"	"606"	"65.5"	"5.00"	"337.05"	"31"	"0"	"308832739.53125"	"264252159.53125"	"9533234.78479004"	"8686807.30078125"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1235"	"1235"	"0.000"	"257.797"	"54"	"23"	"93"	"23"	"1"	"586"	"65.3"	"5.15"	"374.60"	"23"	"0"	"264273505.546875"	"240243229.796875"	"10401547.9707031"	"10098228.7734375"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2459"	"2459"	"0.000"	"255.526"	"61"	"30"	"78"	"30"	"1"	"567"	"63.0"	"6.77"	"337.30"	"30"	"0"	"600900721.96875"	"572294365.75"	"9264904.89526367"	"8975978.39550781"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"591"	"591"	"0.000"	"254.342"	"33"	"26"	"82"	"26"	"1"	"1265"	"140.5"	"5.31"	"331.34"	"26"	"0"	"142781087.703125"	"156722132.75"	"8676627.6875"	"8071207.15234375"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2005"	"2005"	"0.000"	"252.703"	"50"	"30"	"82"	"30"	"1"	"968"	"106.0"	"4.34"	"329.00"	"30"	"0"	"116735531.195313"	"126768356.6875"	"14128962.967041"	"12934355.6960449"	"High"	"High"	"High"	"High"	""
