"Checked"	"Protein FDR Confidence Combined"	"Master"	"Accession"	"Description"	"Exp q-value Combined"	"Sum PEP Score"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of Protein Groups"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT Sequest HT"	"Number of Peptides by Search Engine Sequest HT"	"Number of Razor Peptides"	"Abundance F1 Sample"	"Abundance F2 Sample"	"Abundance F3 Sample"	"Abundance F4 Sample"	"Found in Sample in S1 F1 Sample"	"Found in Sample in S2 F2 Sample"	"Found in Sample in S3 F3 Sample"	"Found in Sample in S4 F4 Sample"	"Modifications"
"False"	"High"	"IsMasterProtein"	"3241"	"3241"	"0.000"	"368.570"	"54"	"45"	"119"	"45"	"1"	"873"	"98.1"	"5.54"	"409.52"	"45"	"0"	"428165029.285156"	"270260476.752441"	"236467.974121094"	"23355.8068847656"	"High"	"High"	"Peak Found"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"3771"	"3771"	"0.000"	"361.178"	"81"	"30"	"165"	"30"	"1"	"492"	"54.0"	"4.87"	"533.79"	"30"	"0"	"1116421081.23047"	"662567832.40918"	"1762961.30090332"	"1532224.74584961"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1858"	"1858"	"0.000"	"354.098"	"58"	"33"	"137"	"33"	"1"	"590"	"64.7"	"5.99"	"473.64"	"33"	"0"	"748366829.964844"	"474140649.837646"	"74088.7012939453"	"783998.164306641"	"High"	"High"	"Peak Found"	"High"	""
"False"	"High"	"IsMasterProtein"	"2801"	"2801"	"0.000"	"343.910"	"65"	"30"	"120"	"30"	"1"	"473"	"50.4"	"5.41"	"472.74"	"30"	"0"	"2358016655.59375"	"1709388328.32031"	"47090.66796875"	"551849.468261719"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1860"	"1860"	"0.000"	"337.088"	"51"	"42"	"112"	"42"	"1"	"939"	"105.2"	"6.09"	"388.48"	"42"	"0"	"342770302.359375"	"220331723.133789"	"27043.1157226563"	"407216.722045898"	"High"	"High"	"Peak Found"	"High"	""
"False"	"High"	"IsMasterProtein"	"2568"	"2568"	"0.000"	"309.754"	"74"	"30"	"83"	"30"	"1"	"525"	"58.5"	"5.07"	"384.05"	"30"	"0"	"345339140.1875"	"224349999.140625"	"14957.8525390625"	"62920.2360839844"	"High"	"High"	"Peak Found"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"756"	"756"	"0.000"	"308.259"	"70"	"27"	"88"	"27"	"1"	"663"	"71.1"	"5.05"	"391.07"	"27"	"0"	"290266558.796875"	"189230806.617188"	"7320.93615722656"	"233566.34375"	"High"	"High"	"Peak Found"	"High"	""
"False"	"High"	"IsMasterProtein"	"3534"	"3534"	"0.000"	"304.128"	"73"	"26"	"108"	"26"	"1"	"398"	"43.2"	"4.61"	"433.57"	"26"	"0"	"1592035731.71802"	"1139737406.8125"	"1111371.49658203"	"15663721.8762207"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2667"	"2667"	"0.000"	"299.328"	"55"	"32"	"90"	"32"	"1"	"749"	"81.7"	"6.46"	"327.92"	"32"	"0"	"422005437.611328"	"263640134.930664"	""	"94667.7542724609"	"High"	"High"	"Not Found"	"High"	""
"False"	"High"	"IsMasterProtein"	"2828"	"2828"	"0.000"	"297.725"	"55"	"33"	"78"	"33"	"1"	"902"	"102.5"	"5.66"	"345.66"	"33"	"0"	"168556725.9375"	"112360977.289063"	"136127.890014648"	"293582.713134766"	"High"	"High"	"Peak Found"	"High"	""
"False"	"High"	"IsMasterProtein"	"1731"	"1731"	"0.000"	"297.027"	"55"	"33"	"82"	"33"	"1"	"903"	"98.0"	"4.44"	"331.79"	"33"	"0"	"206138568.8125"	"149788474.523438"	"238784.495178223"	"7441784.54101563"	"High"	"High"	"Peak Found"	"High"	""
"False"	"High"	"IsMasterProtein"	"1855"	"1855"	"0.000"	"296.016"	"77"	"23"	"95"	"23"	"1"	"425"	"47.7"	"6.40"	"393.03"	"23"	"0"	"797921110.65625"	"505887422.59375"	"85022.9772949219"	"566104.179443359"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2127"	"2127"	"0.000"	"278.964"	"45"	"28"	"117"	"28"	"1"	"748"	"81.6"	"4.30"	"451.19"	"28"	"0"	"952481905.800781"	"651747842.130859"	"1440368.40185547"	"11427186.3876953"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3590"	"3590"	"0.000"	"270.147"	"44"	"29"	"110"	"29"	"1"	"802"	"87.7"	"4.63"	"359.09"	"29"	"0"	"596230618.976563"	"422923067.492188"	"3403143.10449219"	"14987379.3818359"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1736"	"1736"	"0.000"	"257.123"	"46"	"29"	"94"	"29"	"1"	"790"	"86.8"	"4.79"	"329.71"	"29"	"0"	"791816670.554688"	"552955794.339844"	"23378.8203125"	"264236.85546875"	"High"	"High"	"Peak Found"	"High"	""
"False"	"High"	"IsMasterProtein"	"2950"	"2950"	"0.000"	"255.784"	"54"	"23"	"66"	"23"	"1"	"754"	"82.3"	"4.37"	"298.33"	"23"	"0"	"207890672.0625"	"148281585.5625"	"591957.623291016"	"4101922.765625"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2033"	"2033"	"0.000"	"253.722"	"42"	"33"	"83"	"33"	"1"	"904"	"100.8"	"5.14"	"314.15"	"33"	"0"	"263615828.757813"	"155202412.625"	"24091.3876953125"	"45348.1469726563"	"High"	"High"	"Peak Found"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"2560"	"2560"	"0.000"	"247.748"	"62"	"25"	"72"	"25"	"1"	"434"	"48.7"	"4.74"	"318.33"	"25"	"0"	"445324275.71875"	"308330401.575195"	"2417.17529296875"	"229081.981567383"	"High"	"High"	"Peak Found"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"3005"	"3005"	"0.000"	"244.533"	"53"	"25"	"76"	"25"	"1"	"610"	"67.4"	"5.24"	"303.12"	"25"	"0"	"525074132.023438"	"331728798.90625"	"13509.666015625"	"264813.42578125"	"High"	"High"	"Peak Found"	"High"	""
"False"	"High"	"IsMasterProtein"	"1237"	"1237"	"0.000"	"242.907"	"72"	"21"	"61"	"21"	"1"	"374"	"40.9"	"5.39"	"251.89"	"21"	"0"	"195357621.5"	"151704860.515625"	"2894.4580078125"	"110066.853271484"	"High"	"High"	"Peak Found"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"2119"	"2119"	"0.000"	"240.453"	"77"	"25"	"74"	"25"	"1"	"396"	"43.3"	"5.02"	"285.18"	"25"	"0"	"494672353.96875"	"312273087.625"	"16120.1518554688"	"292387.177246094"	"High"	"High"	"Peak Found"	"High"	""
"False"	"High"	"IsMasterProtein"	"3151"	"3151"	"0.000"	"236.026"	"61"	"29"	"72"	"29"	"1"	"573"	"63.7"	"6.67"	"261.27"	"29"	"0"	"211181893.375"	"137040393.244141"	"50163.9366455078"	"38127.8942871094"	"High"	"High"	"Peak Found"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"1945"	"1945"	"0.000"	"234.367"	"35"	"36"	"70"	"36"	"1"	"1612"	"183.3"	"6.43"	"252.53"	"36"	"0"	"102678393.710938"	"64907715.7226563"	"33814.8231201172"	"174001.13684082"	"High"	"High"	"Peak Found"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"2619"	"2619"	"0.000"	"234.220"	"67"	"26"	"74"	"26"	"1"	"531"	"58.5"	"5.15"	"283.46"	"26"	"0"	"459566287.78125"	"230028690.432129"	"245770.553710938"	"992271.318603516"	"High"	"High"	"Peak Found"	"High"	""
"False"	"High"	"IsMasterProtein"	"1352"	"1352"	"0.000"	"232.374"	"46"	"38"	"71"	"38"	"1"	"1073"	"117.3"	"4.93"	"255.40"	"38"	"0"	"123180944.984375"	"70883302.34375"	""	"165546.416015625"	"High"	"High"	"Not Found"	"High"	""
"False"	"High"	"IsMasterProtein"	"1627"	"1627"	"0.000"	"229.352"	"28"	"27"	"77"	"27"	"1"	"1137"	"125.1"	"5.67"	"285.17"	"27"	"0"	"198956862.984375"	"129971280.960938"	"161939.797851563"	"231341.254150391"	"High"	"High"	"Peak Found"	"High"	""
"False"	"High"	"IsMasterProtein"	"2272"	"2272"	"0.000"	"229.342"	"74"	"28"	"55"	"28"	"1"	"608"	"64.5"	"6.20"	"220.86"	"28"	"0"	"263412236.106445"	"157854788.734375"	"21809.873046875"	"168181.5078125"	"High"	"High"	"Peak Found"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"1043"	"1043"	"0.000"	"228.765"	"55"	"21"	"88"	"21"	"1"	"452"	"48.4"	"5.29"	"284.50"	"21"	"0"	"749926640.570313"	"478403528.086548"	"448560.542480469"	"13292192.7885742"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1256"	"1256"	"0.000"	"219.300"	"66"	"25"	"70"	"25"	"1"	"465"	"52.4"	"5.11"	"244.88"	"25"	"0"	"228184311.59375"	"142930960.546875"	"265718.443725586"	"383221.579101563"	"High"	"High"	"Peak Found"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"1372"	"1372"	"0.000"	"218.391"	"41"	"26"	"100"	"26"	"1"	"854"	"92.4"	"4.42"	"317.51"	"26"	"0"	"577468614.109375"	"381639491.082031"	"4376092.36682129"	"14630435.4033203"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2543"	"2543"	"0.000"	"217.492"	"42"	"30"	"67"	"30"	"1"	"939"	"105.5"	"5.55"	"228.87"	"30"	"0"	"171244898.09375"	"110391903.742188"	"23504.232421875"	"72571.3149414063"	"High"	"High"	"Peak Found"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"1862"	"1862"	"0.000"	"216.434"	"68"	"23"	"244"	"23"	"1"	"388"	"41.4"	"4.87"	"685.76"	"23"	"0"	"1072749998.9043"	"707550160.152344"	"81388.7950439453"	"1813831.48205566"	"High"	"High"	"Peak Found"	"High"	""
"False"	"High"	"IsMasterProtein"	"1745"	"1745"	"0.000"	"215.196"	"67"	"25"	"54"	"25"	"1"	"455"	"51.1"	"5.40"	"221.44"	"25"	"0"	"215703060.609375"	"131338067.045898"	"20613.4372558594"	"69846.2180175781"	"High"	"High"	"Peak Found"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"1286"	"1286"	"0.000"	"214.727"	"75"	"24"	"59"	"24"	"1"	"469"	"52.7"	"5.33"	"234.48"	"24"	"0"	"140536990.679688"	"91833569.0371094"	""	"11201.6694335938"	"High"	"High"	"Not Found"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"2564"	"2564"	"0.000"	"214.233"	"60"	"26"	"60"	"26"	"1"	"572"	"62.7"	"5.25"	"227.30"	"26"	"0"	"153615086.25"	"92168349.2315674"	""	"6983.41259765625"	"High"	"High"	"Not Found"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"1756"	"1756"	"0.000"	"212.350"	"77"	"15"	"43"	"15"	"1"	"321"	"34.6"	"5.10"	"227.42"	"15"	"0"	"175956730.5625"	"111150713.976563"	"36810.6015625"	"1926.76733398438"	"High"	"High"	"Peak Found"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"1137"	"1137"	"0.000"	"211.497"	"61"	"26"	"72"	"26"	"1"	"556"	"63.0"	"5.29"	"276.79"	"26"	"0"	"268401369.21875"	"173873469.58252"	"136044.102539063"	"440493.456542969"	"High"	"High"	"Peak Found"	"High"	""
"False"	"High"	"IsMasterProtein"	"2274"	"2274"	"0.000"	"208.240"	"69"	"26"	"64"	"26"	"1"	"497"	"56.4"	"5.39"	"248.28"	"26"	"0"	"257392928.375"	"164562889.117188"	"11719.541015625"	"44626.3720703125"	"High"	"High"	"Peak Found"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"184"	"184"	"0.000"	"207.264"	"63"	"23"	"68"	"23"	"1"	"494"	"54.1"	"4.86"	"247.23"	"23"	"0"	"404022706.761719"	"232339281.898438"	"167243.750610352"	"119590.581054688"	"High"	"High"	"Peak Found"	"High"	""
"False"	"High"	"IsMasterProtein"	"1018"	"1018"	"0.000"	"206.080"	"42"	"26"	"59"	"26"	"1"	"865"	"94.4"	"5.29"	"250.70"	"26"	"0"	"118591124.125"	"81652595.5749512"	"4188.8330078125"	"177574.302246094"	"High"	"High"	"Peak Found"	"High"	""
"False"	"High"	"IsMasterProtein"	"3689"	"3689"	"0.000"	"205.313"	"60"	"23"	"51"	"23"	"1"	"532"	"57.6"	"5.12"	"216.36"	"23"	"0"	"108220809.148438"	"76665167.875"	"13954.759765625"	"52395.1362304688"	"High"	"High"	"Peak Found"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"3783"	"3783"	"0.000"	"203.152"	"53"	"37"	"72"	"37"	"1"	"820"	"94.9"	"5.15"	"189.85"	"37"	"0"	"141144196.023438"	"88861079.109375"	"330754.598876953"	"4518546.34082031"	"High"	"High"	"Peak Found"	"High"	""
"False"	"High"	"IsMasterProtein"	"2900"	"2900"	"0.000"	"202.662"	"73"	"24"	"55"	"24"	"1"	"319"	"34.7"	"4.73"	"221.30"	"24"	"0"	"341319824.375"	"219928706.8125"	"29511.48046875"	"8670.93627929688"	"High"	"High"	"Peak Found"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"2901"	"2901"	"0.000"	"199.197"	"54"	"20"	"59"	"20"	"1"	"549"	"60.5"	"5.80"	"205.31"	"20"	"0"	"254565495.609375"	"151970117.226563"	"90888.3015136719"	"69650.4387207031"	"High"	"High"	"High"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"1738"	"1738"	"0.000"	"198.387"	"49"	"26"	"62"	"26"	"1"	"753"	"82.2"	"6.93"	"237.01"	"26"	"0"	"170795624.386719"	"100486486.15625"	"648461.125549316"	"330792.954711914"	"High"	"High"	"Peak Found"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"1042"	"1042"	"0.000"	"195.521"	"76"	"17"	"94"	"17"	"1"	"253"	"28.5"	"4.82"	"364.72"	"17"	"0"	"1162487802.25"	"853891898.75"	"303170.582519531"	"7119552.51855469"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2264"	"2264"	"0.000"	"192.982"	"63"	"18"	"51"	"18"	"1"	"517"	"56.7"	"5.39"	"219.53"	"18"	"0"	"188634913.210938"	"129552003.974854"	"45159.05859375"	"63948.544921875"	"High"	"High"	"Peak Found"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"617"	"617"	"0.000"	"191.322"	"52"	"21"	"51"	"21"	"1"	"564"	"62.4"	"4.94"	"212.21"	"21"	"0"	"115017279.3125"	"70773177.125"	"23382.025390625"	"90770.3616943359"	"High"	"High"	"Peak Found"	"High"	""
"False"	"High"	"IsMasterProtein"	"1647"	"1647"	"0.000"	"190.591"	"61"	"23"	"60"	"23"	"1"	"606"	"68.2"	"4.87"	"228.27"	"23"	"0"	"93200685.375"	"60037726.9365234"	""	"125910.110351563"	"High"	"High"	"Not Found"	"High"	""
"False"	"High"	"IsMasterProtein"	"1921"	"1921"	"0.000"	"190.463"	"62"	"19"	"49"	"19"	"1"	"509"	"55.1"	"5.29"	"207.99"	"19"	"0"	"124001346.546875"	"73713725.5664063"	""	"41941.494140625"	"High"	"High"	"Not Found"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"2457"	"2457"	"0.000"	"189.172"	"59"	"34"	"59"	"34"	"1"	"640"	"72.2"	"5.05"	"202.64"	"34"	"0"	"177655710.75"	"114168340.125"	"40804.6206054688"	"285395.044677734"	"High"	"High"	"Peak Found"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"650"	"650"	"0.000"	"188.786"	"32"	"19"	"44"	"18"	"1"	"674"	"72.8"	"4.74"	"180.86"	"19"	"1"	"91025281.5390625"	"53209340.0585938"	"35572.8935546875"	"415217.63671875"	"High"	"High"	"Peak Found"	"High"	""
"False"	"High"	"IsMasterProtein"	"852"	"852"	"0.000"	"187.325"	"50"	"16"	"53"	"16"	"1"	"430"	"45.3"	"4.87"	"206.18"	"16"	"0"	"399892189.085938"	"284409792.554688"	"114023.75"	"397287.044921875"	"High"	"High"	"Peak Found"	"High"	""
"False"	"High"	"IsMasterProtein"	"1142"	"1142"	"0.000"	"183.198"	"51"	"23"	"58"	"23"	"1"	"471"	"52.9"	"5.02"	"215.66"	"23"	"0"	"222580792.0625"	"137832287.78125"	"3239.3193359375"	"3587.5302734375"	"High"	"High"	"Peak Found"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"3021"	"3021"	"0.000"	"182.458"	"37"	"26"	"48"	"26"	"1"	"924"	"104.9"	"5.21"	"200.70"	"26"	"0"	"98614266.9375"	"60912724.96875"	"9560.02734375"	"64191.9304199219"	"High"	"High"	"Peak Found"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"1941"	"1941"	"0.000"	"180.056"	"55"	"17"	"43"	"17"	"1"	"686"	"75.0"	"4.51"	"205.55"	"17"	"0"	"90335614.15625"	"59805677.328125"	"109198.547119141"	"457385.656616211"	"High"	"High"	"Peak Found"	"High"	""
"False"	"High"	"IsMasterProtein"	"3460"	"3460"	"0.000"	"179.153"	"46"	"21"	"53"	"21"	"1"	"700"	"77.8"	"4.98"	"226.33"	"21"	"0"	"108802031.5"	"73885858.34375"	"23884.404296875"	"172796.021972656"	"High"	"High"	"Peak Found"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"1015"	"1015"	"0.000"	"178.566"	"58"	"23"	"44"	"23"	"1"	"691"	"78.0"	"4.84"	"202.87"	"23"	"0"	"128641774.8125"	"79202676.625"	"14848.7303466797"	"268654.626953125"	"High"	"High"	"Peak Found"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"3320"	"3320"	"0.000"	"177.966"	"66"	"23"	"72"	"23"	"1"	"329"	"36.2"	"4.84"	"254.70"	"23"	"0"	"303512372.9375"	"173248575.074219"	"8865.86071777344"	"299516.677734375"	"High"	"High"	"Peak Found"	"High"	""
"False"	"High"	"IsMasterProtein"	"2962"	"2962"	"0.000"	"177.877"	"67"	"24"	"52"	"24"	"1"	"471"	"51.9"	"5.05"	"198.37"	"24"	"0"	"157647716.21875"	"100849321.1875"	"10138.5517578125"	"4701.4638671875"	"High"	"High"	"Peak Found"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"902"	"902"	"0.000"	"176.759"	"80"	"19"	"75"	"19"	"1"	"243"	"27.0"	"7.05"	"244.70"	"19"	"0"	"664245267.5"	"409867015.287109"	"63737.4071655273"	"729516.751953125"	"High"	"High"	"Peak Found"	"High"	""
"False"	"High"	"IsMasterProtein"	"2060"	"2060"	"0.000"	"174.602"	"45"	"22"	"46"	"22"	"1"	"820"	"90.0"	"6.87"	"175.28"	"22"	"0"	"68931849.203125"	"38805458.7578125"	"55294.4822998047"	"169492.595703125"	"High"	"High"	"Peak Found"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"3233"	"3233"	"0.000"	"174.459"	"56"	"22"	"61"	"22"	"1"	"410"	"45.6"	"4.79"	"210.20"	"22"	"0"	"350870303.34375"	"227021138.6875"	"23285.310546875"	"521050.401855469"	"High"	"High"	"Peak Found"	"High"	""
"False"	"High"	"IsMasterProtein"	"1548"	"1548"	"0.000"	"173.467"	"45"	"25"	"52"	"25"	"1"	"795"	"86.6"	"5.08"	"179.28"	"25"	"0"	"155545487.125"	"102491639.241211"	"24783.623046875"	"290186.394775391"	"High"	"High"	"Peak Found"	"High"	""
"False"	"High"	"IsMasterProtein"	"2366"	"2366"	"0.000"	"172.752"	"58"	"15"	"42"	"15"	"1"	"404"	"42.2"	"5.05"	"209.25"	"15"	"0"	"130997444.84375"	"79742396.71875"	"7045.85400390625"	""	"High"	"High"	"Peak Found"	"Not Found"	""
"False"	"High"	"IsMasterProtein"	"454"	"454"	"0.000"	"171.252"	"69"	"23"	"53"	"23"	"1"	"432"	"46.7"	"5.33"	"185.68"	"23"	"0"	"204570886.037598"	"139012160.314453"	"219487.827636719"	"195578.277099609"	"High"	"High"	"Peak Found"	"High"	""
"False"	"High"	"IsMasterProtein"	"1203"	"1203"	"0.000"	"171.047"	"64"	"21"	"49"	"21"	"1"	"446"	"49.2"	"6.27"	"183.38"	"21"	"0"	"107387449.484375"	"67774512.3046875"	"1043.27624511719"	"29345.677734375"	"High"	"High"	"Peak Found"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"853"	"853"	"0.000"	"169.892"	"64"	"23"	"50"	"23"	"1"	"543"	"59.8"	"5.57"	"190.53"	"23"	"0"	"133496775.640625"	"77100881.6875"	"99135.9665527344"	"13222.8059082031"	"High"	"High"	"Peak Found"	"High"	""
"False"	"High"	"IsMasterProtein"	"3238"	"3238"	"0.000"	"169.619"	"60"	"23"	"59"	"23"	"1"	"446"	"47.6"	"6.16"	"189.54"	"23"	"0"	"201845267.109375"	"118729922.086914"	"20232.614440918"	"1714066.76629639"	"High"	"High"	"Peak Found"	"High"	""
"False"	"High"	"IsMasterProtein"	"389"	"389"	"0.000"	"168.242"	"58"	"24"	"59"	"24"	"1"	"403"	"44.2"	"5.07"	"203.66"	"24"	"0"	"274602838.78125"	"165575980.554688"	"10599.626953125"	"273103.251953125"	"High"	"High"	"Peak Found"	"High"	""
"False"	"High"	"IsMasterProtein"	"3242"	"3242"	"0.000"	"167.491"	"79"	"14"	"60"	"14"	"1"	"312"	"32.2"	"4.75"	"257.83"	"14"	"0"	"512022397.671875"	"304391919.757813"	"31469.2676391602"	"287907.573974609"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3"	"3"	"0.000"	"166.506"	"45"	"29"	"61"	"29"	"1"	"806"	"90.5"	"5.57"	"213.85"	"29"	"0"	"147781563.125"	"91997401.875"	""	"5549.19482421875"	"High"	"High"	"Not Found"	"High"	""
"False"	"High"	"IsMasterProtein"	"1206"	"1206"	"0.000"	"166.484"	"55"	"24"	"55"	"24"	"1"	"586"	"65.4"	"5.08"	"188.63"	"24"	"0"	"174050337.939453"	"105190345.563232"	"16019.2158203125"	"36819.9416503906"	"High"	"High"	"Peak Found"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"1861"	"1861"	"0.000"	"165.852"	"43"	"15"	"53"	"15"	"1"	"503"	"53.3"	"5.02"	"201.27"	"15"	"0"	"229985950"	"156037422.642578"	"3543.78100585938"	"586875.555358887"	"High"	"High"	"Peak Found"	"High"	""
