gene_callers_id	source	accession	function	e_value
72	NCBI_PGAP	WP_014977904.1	Rrf2 family transcriptional regulator	0
73	NCBI_PGAP	WP_014977905.1	sulfite exporter TauE/SafE family protein	0
74	NCBI_PGAP	WP_014977906.1	MBL fold metallo-hydrolase	0
75	NCBI_PGAP	WP_014977907.1	TIGR01244 family phosphatase	0
76	NCBI_PGAP	WP_014977908.1	BCCT family transporter	0
79	NCBI_PGAP	WP_014947779.1	DUF2960 domain-containing protein	0
80	NCBI_PGAP	WP_014977913.1	NERD domain-containing protein	0
81	NCBI_PGAP	WP_014977914.1	class I SAM-dependent methyltransferase	0
82	NCBI_PGAP	WP_014977915.1	TonB-dependent siderophore receptor	0
84	NCBI_PGAP	WP_014977917.1	acyl-CoA dehydrogenase family protein	0
85	NCBI_PGAP	WP_041449901.1	LysR family transcriptional regulator	0
86	NCBI_PGAP	WP_041449902.1	MBL fold metallo-hydrolase	0
87	NCBI_PGAP	WP_014977920.1	YcjX family protein	0
88	NCBI_PGAP	WP_014977921.1	DUF697 domain-containing protein	0
89	NCBI_PGAP	WP_014947791.1	threonine/serine exporter family protein	0
90	NCBI_PGAP	WP_014977922.1	2-iminoacetate synthase ThiH (thiH)	0
91	NCBI_PGAP	WP_014977923.1	thiazole synthase	0
92	NCBI_PGAP	WP_014977924.1	sulfur carrier protein ThiS (thiS)	0
93	NCBI_PGAP	WP_014977925.1	HesA/MoeB/ThiF family protein	0
94	NCBI_PGAP	WP_014977926.1	thiamine phosphate synthase (thiE)	0
95	NCBI_PGAP	WP_014977927.1	phosphomethylpyrimidine synthase ThiC (thiC)	0
96	NCBI_PGAP	WP_014977928.1	heme biosynthesis protein	0
97	NCBI_PGAP	WP_014977929.1	uroporphyrinogen-III C-methyltransferase	0
98	NCBI_PGAP	WP_014977930.1	uroporphyrinogen-III synthase	0
99	NCBI_PGAP	WP_014977931.1	hydroxymethylbilane synthase (hemC)	0
100	NCBI_PGAP	WP_014947802.1	GGDEF domain-containing protein	0
101	NCBI_PGAP	WP_014977932.1	alpha/beta fold hydrolase	0
102	NCBI_PGAP	WP_014947804.1	guanylate kinase	0
103	NCBI_PGAP	WP_014947805.1	DNA-directed RNA polymerase subunit omega (rpoZ)	0
104	NCBI_PGAP	WP_014977933.1	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase (spoT)	0
105	NCBI_PGAP	WP_014975316.1	RidA family protein	0
106	NCBI_PGAP	WP_014977934.1	tRNA (guanosine(18)-2'-O)-methyltransferase TrmH (trmH)	0
107	NCBI_PGAP	WP_014977935.1	ATP-dependent DNA helicase RecG (recG)	0
108	NCBI_PGAP	WP_014977936.1	class I SAM-dependent methyltransferase	0
109	NCBI_PGAP	WP_014977937.1	peroxiredoxin	0
111	NCBI_PGAP	WP_014977939.1	extracellular solute-binding protein	0
112	NCBI_PGAP	WP_014975321.1	iron ABC transporter permease	0
113	NCBI_PGAP	WP_014977940.1	ABC transporter ATP-binding protein	0
114	NCBI_PGAP	WP_014977941.1	NAD(P)/FAD-dependent oxidoreductase	0
115	NCBI_PGAP	WP_014977942.1	outer membrane beta-barrel protein	0
118	NCBI_PGAP	WP_014977945.1	diguanylate phosphodiesterase	0
119	NCBI_PGAP	WP_014977946.1	diguanylate cyclase	0
120	NCBI_PGAP	WP_014977947.1	ArgP/LysG family DNA-binding transcriptional regulator	0
121	NCBI_PGAP	WP_014977948.1	LysE family transporter	0
122	NCBI_PGAP	WP_014947823.1	multidrug efflux SMR transporter	0
123	NCBI_PGAP	WP_014977950.1	DUF1499 domain-containing protein	0
124	NCBI_PGAP	WP_014947826.1	efflux RND transporter periplasmic adaptor subunit	0
125	NCBI_PGAP	WP_014947827.1	multidrug efflux RND transporter permease subunit	0
126	NCBI_PGAP	WP_014947828.1	alpha/beta fold hydrolase	0
127	NCBI_PGAP	WP_014947829.1	GNAT family N-acetyltransferase	0
128	NCBI_PGAP	WP_014977951.1	histone deacetylase family protein	0
129	NCBI_PGAP	WP_014977952.1	glutaredoxin	0
131	NCBI_PGAP	WP_014977954.1	methyl-accepting chemotaxis protein	0
133	NCBI_PGAP	WP_014977956.1	DUF3300 domain-containing protein	0
134	NCBI_PGAP	WP_014947836.1	GTP cyclohydrolase II (ribA)	0
135	NCBI_PGAP	WP_014977957.1	EAL domain-containing protein	0
137	NCBI_PGAP	WP_014977958.1	glutathione S-transferase	0
138	NCBI_PGAP	WP_014977959.1	DNA helicase RecQ (recQ)	0
139	NCBI_PGAP	WP_014977960.1	thioesterase family protein	0
140	NCBI_PGAP	WP_014977961.1	magnesium transporter	0
141	NCBI_PGAP	WP_014977962.1	EamA family transporter RarD (rarD)	0
142	NCBI_PGAP	WP_014977963.1	diguanylate cyclase	0
143	NCBI_PGAP	WP_014977964.1	DNA helicase II (uvrD)	0
144	NCBI_PGAP	WP_014947845.1	serine O-acetyltransferase (cysE)	0
145	NCBI_PGAP	WP_014977965.1	sensor domain-containing diguanylate cyclase	0
146	NCBI_PGAP	WP_014977966.1	HAD-IA family hydrolase	0
147	NCBI_PGAP	WP_014977967.1	tyrosine recombinase XerC (xerC)	0
148	NCBI_PGAP	WP_014947849.1	DUF484 family protein	0
149	NCBI_PGAP	WP_014947850.1	diaminopimelate epimerase (dapF)	0
150	NCBI_PGAP	WP_014977968.1	diaminopimelate decarboxylase (lysA)	0
151	NCBI_PGAP	WP_014975353.1	lipoprotein	0
152	NCBI_PGAP	WP_014977969.1	glycosyl transferase	0
153	NCBI_PGAP	WP_014947854.1	phosphatase PAP2 family protein	0
154	NCBI_PGAP	WP_014947855.1	ribonuclease E activity regulator RraA (rraA)	0
155	NCBI_PGAP	WP_014977970.1	S1/P1 nuclease	0
156	NCBI_PGAP	WP_014975357.1	UbiX family flavin prenyltransferase	0
157	NCBI_PGAP	WP_014977971.1	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl- meso-diaminopimelate ligase (mpl)	0
158	NCBI_PGAP	WP_014977972.1	class 1 fructose-bisphosphatase	0
159	NCBI_PGAP	WP_014947861.1	inorganic diphosphatase	0
160	NCBI_PGAP	WP_014977973.1	DUF3299 domain-containing protein	0
161	NCBI_PGAP	WP_014977974.1	dihydrodipicolinate synthase family protein	0
162	NCBI_PGAP	WP_014975360.1	2OG-Fe(II) oxygenase	0
163	NCBI_PGAP	WP_014977975.1	acyl-CoA thioesterase	0
164	NCBI_PGAP	WP_014977976.1	winged helix-turn-helix transcriptional regulator	0
165	NCBI_PGAP	WP_014977977.1	peptidase	0
166	NCBI_PGAP	WP_014977978.1	Hsp70 family protein	0
167	NCBI_PGAP	WP_014977979.1	excinuclease ABC subunit UvrA (uvrA)	0
168	NCBI_PGAP	WP_014977980.1	MFS transporter	0
169	NCBI_PGAP	WP_014977981.1	beta-phosphoglucomutase family hydrolase	0
171	NCBI_PGAP	WP_014975369.1	alpha/beta hydrolase	0
172	NCBI_PGAP	WP_014947876.1	LacI family DNA-binding transcriptional regulator	0
173	NCBI_PGAP	WP_014977983.1	galactose mutarotase	0
174	NCBI_PGAP	WP_014977984.1	UDP-glucose--hexose-1-phosphate uridylyltransferase	0
175	NCBI_PGAP	WP_014977985.1	galactokinase (galK)	0
176	NCBI_PGAP	WP_014977986.1	sodium/solute symporter	0
177	NCBI_PGAP	WP_014947881.1	single-stranded DNA-binding protein (ssb)	0
179	NCBI_PGAP	WP_041449798.1	dienelactone hydrolase family protein	0
181	NCBI_PGAP	WP_014977990.1	alpha-galactosidase	0
182	NCBI_PGAP	WP_014977991.1	SLC5 family protein	0
183	NCBI_PGAP	WP_014947886.1	TonB-dependent receptor	0
184	NCBI_PGAP	WP_014977992.1	glycerol kinase GlpK (glpK)	0
185	NCBI_PGAP	WP_014947888.1	DeoR/GlpR family transcriptional regulator	0
186	NCBI_PGAP	WP_014977993.1	glycerol-3-phosphate dehydrogenase	0
187	NCBI_PGAP	WP_014977994.1	phosphoglycerate mutase family protein	0
190	NCBI_PGAP	WP_014977997.1	PilN domain-containing protein	0
191	NCBI_PGAP	WP_014977998.1	agglutinin biogenesis protein MshJ	0
192	NCBI_PGAP	WP_014947895.1	agglutinin biogenesis protein MshK	0
193	NCBI_PGAP	WP_014947896.1	pilus (MSHA type) biogenesis protein MshL (mshL)	0
194	NCBI_PGAP	WP_014977999.1	AAA family ATPase	0
195	NCBI_PGAP	WP_014978000.1	tetratricopeptide repeat protein	0
196	NCBI_PGAP	WP_014978001.1	GspE/PulE family protein	0
197	NCBI_PGAP	WP_014978002.1	type II secretion system F family protein	0
199	NCBI_PGAP	WP_014978004.1	prepilin-type N-terminal cleavage/methylation domain-containing protein	0
200	NCBI_PGAP	WP_014978005.1	prepilin-type N-terminal cleavage/methylation domain-containing protein	0
201	NCBI_PGAP	WP_014978006.1	type II secretion system protein	0
202	NCBI_PGAP	WP_014978007.1	prepilin-type N-terminal cleavage/methylation domain-containing protein	0
203	NCBI_PGAP	WP_014978008.1	type II secretion system protein	0
205	NCBI_PGAP	WP_014947909.1	rod shape-determining protein	0
206	NCBI_PGAP	WP_014978010.1	rod shape-determining protein MreC (mreC)	0
207	NCBI_PGAP	WP_014978011.1	rod shape-determining protein MreD (mreD)	0
208	NCBI_PGAP	WP_014978012.1	septum formation inhibitor Maf	0
209	NCBI_PGAP	WP_014947913.1	ribonuclease G	0
210	NCBI_PGAP	WP_014978013.1	TIGR02099 family protein	0
211	NCBI_PGAP	WP_014978014.1	carbon-nitrogen hydrolase family protein	0
212	NCBI_PGAP	WP_014978015.1	metalloprotease TldD (tldD)	0
214	NCBI_PGAP	WP_014978017.1	ribosome-associated protein	0
215	NCBI_PGAP	WP_014978018.1	metalloprotease PmbA (pmbA)	0
216	NCBI_PGAP	WP_014978019.1	AraC family transcriptional regulator	0
217	NCBI_PGAP	WP_014978020.1	beta-galactosidase	0
218	NCBI_PGAP	WP_014947922.1	two-component system response regulator ArcA (arcA)	0
219	NCBI_PGAP	WP_014978021.1	HAMP domain-containing histidine kinase	0
220	NCBI_PGAP	WP_014978022.1	glycogen synthase GlgA (glgA)	0
221	NCBI_PGAP	WP_014947925.1	methyltransferase	0
222	NCBI_PGAP	WP_014978023.1	tRNA (guanosine(46)-N7)-methyltransferase TrmB (trmB)	0
223	NCBI_PGAP	WP_014978024.1	alpha/beta hydrolase	0
224	NCBI_PGAP	WP_014978025.1	A/G-specific adenine glycosylase (mutY)	0
225	NCBI_PGAP	WP_014947929.1	oxidative damage protection protein	0
226	NCBI_PGAP	WP_014978027.1	TIGR04255 family protein	0
229	NCBI_PGAP	WP_014978030.1	TerB family tellurite resistance protein	0
231	NCBI_PGAP	WP_012516884.1	TolC family protein	0
232	NCBI_PGAP	WP_012516885.1	efflux RND transporter periplasmic adaptor subunit	0
233	NCBI_PGAP	WP_012516886.1	CusA/CzcA family heavy metal efflux RND transporter	0
234	NCBI_PGAP	WP_012516887.1	cation transporter	0
235	NCBI_PGAP	WP_014978032.1	DUF3955 domain-containing protein	0
236	NCBI_PGAP	WP_014978033.1	diacylglycerol kinase	0
237	NCBI_PGAP	WP_014978034.1	phosphoethanolamine--lipid A transferase	0
238	NCBI_PGAP	WP_014978035.1	glycosyltransferase family 39 protein	0
239	NCBI_PGAP	WP_014978036.1	VTT domain-containing protein	0
240	NCBI_PGAP	WP_012516896.1	glycosyltransferase family 2 protein	0
241	NCBI_PGAP	WP_023559489.1	response regulator transcription factor	0
242	NCBI_PGAP	WP_014978037.1	HAMP domain-containing histidine kinase	0
244	NCBI_PGAP	WP_014978038.1	metal-binding protein	0
245	NCBI_PGAP	WP_012516900.1	copper resistance protein CopC	0
246	NCBI_PGAP	WP_014978039.1	CopD family protein	0
247	NCBI_PGAP	WP_012516902.1	nuclear transport factor 2 family protein	0
248	NCBI_PGAP	WP_012516904.1	methionyl-tRNA formyltransferase	0
249	NCBI_PGAP	WP_012516906.1	MerR family DNA-binding protein	0
250	NCBI_PGAP	WP_012516907.1	copper-translocating P-type ATPase	0
251	NCBI_PGAP	WP_012516908.1	cupredoxin domain-containing protein	0
252	NCBI_PGAP	WP_012516909.1	DUF2933 domain-containing protein	0
253	NCBI_PGAP	WP_012516910.1	isoprenylcysteine carboxylmethyltransferase family protein	0
257	NCBI_PGAP	WP_014978040.1	APC family permease	0
258	NCBI_PGAP	WP_014978041.1	copper resistance protein B	0
259	NCBI_PGAP	WP_014978042.1	copper resistance system multicopper oxidase	0
260	NCBI_PGAP	WP_014978043.1	glutaredoxin	0
261	NCBI_PGAP	WP_014978044.1	DUF305 domain-containing protein	0
262	NCBI_PGAP	WP_014978045.1	two pore domain potassium channel family protein	0
263	NCBI_PGAP	WP_014978046.1	tyrosine-type recombinase/integrase	0
265	NCBI_PGAP	WP_014978048.1	HAD family hydrolase	0
266	NCBI_PGAP	WP_014978049.1	methyl-accepting chemotaxis protein	0
267	NCBI_PGAP	WP_014947933.1	response regulator	0
268	NCBI_PGAP	WP_014978050.1	chemotaxis protein CheW	0
269	NCBI_PGAP	WP_014947935.1	chemotaxis protein CheW	0
270	NCBI_PGAP	WP_014978051.1	methyl-accepting chemotaxis protein	0
271	NCBI_PGAP	WP_014978052.1	chemotaxis protein CheR	0
272	NCBI_PGAP	WP_014978053.1	chemoreceptor glutamine deamidase CheD (cheD)	0
273	NCBI_PGAP	WP_014978054.1	chemotaxis response regulator protein-glutamate methylesterase (cheB)	0
274	NCBI_PGAP	WP_014978055.1	methyl-accepting chemotaxis protein	0
275	NCBI_PGAP	WP_014978056.1	response regulator	0
276	NCBI_PGAP	WP_014978057.1	chemotaxis protein CheW	0
277	NCBI_PGAP	WP_014947943.1	chemotaxis protein CheW	0
278	NCBI_PGAP	WP_014978058.1	PAS domain S-box protein	0
279	NCBI_PGAP	WP_014978059.1	methyl-accepting chemotaxis protein	0
280	NCBI_PGAP	WP_014978060.1	chemotaxis protein CheR	0
281	NCBI_PGAP	WP_014978061.1	chemoreceptor glutamine deamidase CheD (cheD)	0
282	NCBI_PGAP	WP_014978062.1	chemotaxis response regulator protein-glutamate methylesterase (cheB)	0
284	NCBI_PGAP	WP_014978063.1	haloacid dehalogenase type II	0
285	NCBI_PGAP	WP_014978064.1	TonB-dependent receptor	0
286	NCBI_PGAP	WP_014947952.1	substrate-binding domain-containing protein	0
287	NCBI_PGAP	WP_014978065.1	MFS transporter	0
288	NCBI_PGAP	WP_014978066.1	alpha,alpha-trehalase	0
289	NCBI_PGAP	WP_014978067.1	GGDEF domain-containing protein	0
290	NCBI_PGAP	WP_014978068.1	DMT family transporter	0
291	NCBI_PGAP	WP_014978069.1	HAD family hydrolase	0
293	NCBI_PGAP	WP_014978071.1	response regulator	0
294	NCBI_PGAP	WP_014947959.1	DUF3392 domain-containing protein	0
295	NCBI_PGAP	WP_014978072.1	sugar phosphate isomerase/epimerase	0
296	NCBI_PGAP	WP_014978073.1	LacI family DNA-binding transcriptional regulator	0
297	NCBI_PGAP	WP_014978074.1	Gfo/Idh/MocA family oxidoreductase	0
298	NCBI_PGAP	WP_014978075.1	sugar phosphate isomerase/epimerase	0
299	NCBI_PGAP	WP_085930943.1	nucleoside permease	0
300	NCBI_PGAP	WP_014978077.1	TIM barrel protein	0
301	NCBI_PGAP	WP_014978078.1	GMC family oxidoreductase	0
302	NCBI_PGAP	WP_014978079.1	gluconate 2-dehydrogenase subunit 3 family protein	0
303	NCBI_PGAP	WP_014978080.1	DUF1080 domain-containing protein	0
304	NCBI_PGAP	WP_014978081.1	iron-containing alcohol dehydrogenase	0
305	NCBI_PGAP	WP_014978082.1	branched-chain amino acid aminotransferase	0
306	NCBI_PGAP	WP_014947970.1	2,3-diphosphoglycerate-dependent phosphoglycerate mutase (gpmA)	0
307	NCBI_PGAP	WP_014978083.1	cupin domain-containing protein	0
308	NCBI_PGAP	WP_014978084.1	aconitate hydratase AcnA (acnA)	0
309	NCBI_PGAP	WP_014978085.1	SEL1-like repeat protein	0
310	NCBI_PGAP	WP_080591988.1	GspE/PulE family protein	0
311	NCBI_PGAP	WP_010179497.1	30S ribosomal protein S10 (rpsJ)	0
312	NCBI_PGAP	WP_014947975.1	50S ribosomal protein L3 (rplC)	0
313	NCBI_PGAP	WP_012516958.1	50S ribosomal protein L4 (rplD)	0
314	NCBI_PGAP	WP_012516959.1	50S ribosomal protein L23 (rplW)	0
315	NCBI_PGAP	WP_014947976.1	50S ribosomal protein L2 (rplB)	0
316	NCBI_PGAP	WP_012516961.1	30S ribosomal protein S19 (rpsS)	0
317	NCBI_PGAP	WP_014947977.1	50S ribosomal protein L22 (rplV)	0
318	NCBI_PGAP	WP_014947978.1	30S ribosomal protein S3 (rpsC)	0
319	NCBI_PGAP	WP_014947979.1	50S ribosomal protein L16 (rplP)	0
320	NCBI_PGAP	WP_014947980.1	50S ribosomal protein L29 (rpmC)	0
321	NCBI_PGAP	WP_014975444.1	30S ribosomal protein S17 (rpsQ)	0
322	NCBI_PGAP	WP_014978087.1	glycosyltransferase family 4 protein	0
323	NCBI_PGAP	WP_014978088.1	3-deoxy-D-manno-octulosonic acid transferase	0
324	NCBI_PGAP	WP_014947984.1	sodium:proton antiporter	0
327	NCBI_PGAP	WP_014978091.1	methyl-accepting chemotaxis protein	0
328	NCBI_PGAP	WP_014978092.1	M3 family metallopeptidase	0
330	NCBI_PGAP	WP_014947990.1	YgjV family protein	0
332	NCBI_PGAP	WP_014947992.1	formyltetrahydrofolate deformylase (purU)	0
333	NCBI_PGAP	WP_014978094.1	RNA 2',3'-cyclic phosphodiesterase (thpR)	0
334	NCBI_PGAP	WP_014978095.1	ATP-dependent helicase HrpB (hrpB)	0
335	NCBI_PGAP	WP_014978096.1	DUF4198 domain-containing protein	0
336	NCBI_PGAP	WP_014978097.1	lytic murein transglycosylase	0
337	NCBI_PGAP	WP_014978098.1	penicillin-binding protein 1B (mrcB)	0
339	NCBI_PGAP	WP_014948000.1	DUF808 domain-containing protein	0
340	NCBI_PGAP	WP_014978099.1	endonuclease	0
341	NCBI_PGAP	WP_014978100.1	helix-turn-helix domain-containing protein	0
343	NCBI_PGAP	WP_012516988.1	P-II family nitrogen regulator (glnK)	0
344	NCBI_PGAP	WP_014948004.1	ammonium transporter	0
345	NCBI_PGAP	WP_014978102.1	gamma-glutamyltransferase (ggt)	0
346	NCBI_PGAP	WP_014978103.1	Dyp-type peroxidase	0
347	NCBI_PGAP	WP_014948008.1	glutamate-1-semialdehyde 2,1-aminomutase (hemL)	0
348	NCBI_PGAP	WP_014948009.1	aspartate carbamoyltransferase	0
349	NCBI_PGAP	WP_014975467.1	TetR/AcrR family transcriptional regulator	0
350	NCBI_PGAP	WP_014978105.1	efflux RND transporter periplasmic adaptor subunit	0
351	NCBI_PGAP	WP_014978106.1	efflux RND transporter permease subunit	0
352	NCBI_PGAP	WP_014948013.1	DUF2982 domain-containing protein	0
353	NCBI_PGAP	WP_014978107.1	hybrid sensor histidine kinase/response regulator	0
354	NCBI_PGAP	WP_014978108.1	DNA topoisomerase IV subunit A (parC)	0
355	NCBI_PGAP	WP_014978109.1	heme NO-binding domain-containing protein	0
356	NCBI_PGAP	WP_014978110.1	bifunctional diguanylate cyclase/phosphodiesterase	0
357	NCBI_PGAP	WP_014948018.1	DUF1338 domain-containing protein	0
358	NCBI_PGAP	WP_014978111.1	succinylglutamate-semialdehyde dehydrogenase (astD)	0
359	NCBI_PGAP	WP_014978112.1	arginine N-succinyltransferase (astA)	0
360	NCBI_PGAP	WP_014978113.1	aspartate aminotransferase family protein (astC)	0
361	NCBI_PGAP	WP_014978114.1	HDOD domain-containing protein	0
362	NCBI_PGAP	WP_014978115.1	aminodeoxychorismate/anthranilate synthase component II	0
363	NCBI_PGAP	WP_014978116.1	tryptophan--tRNA ligase (trpS)	0
364	NCBI_PGAP	WP_014978117.1	ribulose-phosphate 3-epimerase	0
367	NCBI_PGAP	WP_014948028.1	DUF2970 domain-containing protein	0
368	NCBI_PGAP	WP_014978119.1	Dam family site-specific DNA-(adenine-N6)-methyltransferase	0
369	NCBI_PGAP	WP_014978120.1	cell division protein DamX	0
370	NCBI_PGAP	WP_014978121.1	3-dehydroquinate synthase (aroB)	0
371	NCBI_PGAP	WP_014948032.1	shikimate kinase AroK (aroK)	0
372	NCBI_PGAP	WP_014978122.1	type IV pilus secretin PilQ family protein (pilQ)	0
373	NCBI_PGAP	WP_014978123.1	pilus assembly protein PilP	0
374	NCBI_PGAP	WP_014948035.1	type 4a pilus biogenesis protein PilO (pilO)	0
375	NCBI_PGAP	WP_014948036.1	PilN domain-containing protein	0
376	NCBI_PGAP	WP_014978124.1	type IV pilus assembly protein PilM (pilM)	0
377	NCBI_PGAP	WP_014978125.1	penicillin-binding protein 1A	0
378	NCBI_PGAP	WP_014978126.1	NAD-dependent malic enzyme (maeA)	0
380	NCBI_PGAP	WP_014978128.1	glutathione-dependent disulfide-bond oxidoreductase (yghU)	0
382	NCBI_PGAP	WP_014978130.1	catalase	0
383	NCBI_PGAP	WP_014978132.1	DUF1328 domain-containing protein	0
384	NCBI_PGAP	WP_014978133.1	DUF4235 domain-containing protein	0
385	NCBI_PGAP	WP_014978134.1	TetR/AcrR family transcriptional regulator	0
386	NCBI_PGAP	WP_014978135.1	alpha/beta fold hydrolase	0
387	NCBI_PGAP	WP_014978136.1	amino-acid N-acetyltransferase	0
388	NCBI_PGAP	WP_014978137.1	argininosuccinate lyase (argH)	0
389	NCBI_PGAP	WP_014978138.1	argininosuccinate synthase	0
390	NCBI_PGAP	WP_014978139.1	ornithine carbamoyltransferase	0
391	NCBI_PGAP	WP_014978140.1	acetylglutamate kinase (argB)	0
392	NCBI_PGAP	WP_014978141.1	N-acetyl-gamma-glutamyl-phosphate reductase (argC)	0
393	NCBI_PGAP	WP_014978142.1	methylglyoxal synthase	0
395	NCBI_PGAP	WP_014948056.1	flagellar basal body L-ring protein FlgH	0
396	NCBI_PGAP	WP_014978144.1	flagellar assembly protein T N-terminal domain-containing protein	0
397	NCBI_PGAP	WP_014978145.1	Spy/CpxP family protein refolding chaperone	0
398	NCBI_PGAP	WP_041449915.1	response regulator transcription factor	0
399	NCBI_PGAP	WP_014978147.1	HAMP domain-containing protein	0
400	NCBI_PGAP	WP_014978148.1	alpha/beta fold hydrolase	0
401	NCBI_PGAP	WP_014978149.1	tRNA (uridine(34)/cytosine(34)/5- carboxymethylaminomethyluridine(34)-2'-O)- methyltransferase TrmL (trmL)	0
