gene_callers_id	source	accession	function	e_value
42	NCBI_PGAP	WP_014996796.1	bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC (coaBC)	0
43	NCBI_PGAP	WP_014996797.1	DNA repair protein RadC (radC)	0
45	NCBI_PGAP	WP_014996799.1	YjbF family lipoprotein	0
46	NCBI_PGAP	WP_014996800.1	capsule biosynthesis GfcC family protein	0
47	NCBI_PGAP	WP_014996801.1	YjbH domain-containing protein	0
48	NCBI_PGAP	WP_014947757.1	50S ribosomal protein L28 (rpmB)	0
49	NCBI_PGAP	WP_012516577.1	50S ribosomal protein L33 (rpmG)	0
51	NCBI_PGAP	WP_014996803.1	bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase (mutM)	0
52	NCBI_PGAP	WP_014996804.1	pantetheine-phosphate adenylyltransferase (coaD)	0
53	NCBI_PGAP	WP_014996805.1	3-deoxy-D-manno-octulosonic acid kinase	0
56	NCBI_PGAP	WP_014996808.1	EAL domain-containing protein	0
57	NCBI_PGAP	WP_014996809.1	glycine C-acetyltransferase	0
58	NCBI_PGAP	WP_014996810.1	L-threonine 3-dehydrogenase	0
59	NCBI_PGAP	WP_014996811.1	thiosulfate sulfurtransferase GlpE (glpE)	0
60	NCBI_PGAP	WP_014996812.1	rhomboid family intramembrane serine protease GlpG (glpG)	0
61	NCBI_PGAP	WP_014996813.1	flagellar basal body-associated protein FliL (fliL)	0
62	NCBI_PGAP	WP_014996814.1	chorismate lyase	0
63	NCBI_PGAP	WP_014996815.1	4-hydroxybenzoate octaprenyltransferase	0
64	NCBI_PGAP	WP_014996816.1	accessory factor UbiK family protein	0
65	NCBI_PGAP	WP_014996817.1	DNA helicase Rep (rep)	0
66	NCBI_PGAP	WP_014996818.1	GGDEF domain-containing protein	0
67	NCBI_PGAP	WP_014996819.1	cytochrome c5 family protein	0
69	NCBI_PGAP	WP_012516628.1	DUF2960 domain-containing protein	0
70	NCBI_PGAP	WP_014996821.1	restriction endonuclease-like protein	0
71	NCBI_PGAP	WP_044556881.1	AAA family ATPase	0
72	NCBI_PGAP	WP_014996823.1	DNA (cytosine-5-)-methyltransferase (dcm)	0
73	NCBI_PGAP	WP_014996824.1	DNA mismatch endonuclease Vsr (vsr)	0
74	NCBI_PGAP	WP_044556700.1	DEAD/DEAH box helicase	0
76	NCBI_PGAP	WP_014996827.1	AAA family ATPase	0
77	NCBI_PGAP	WP_014996828.1	DUF1998 domain-containing protein	0
79	NCBI_PGAP	WP_014996830.1	DEAD/DEAH box helicase	0
80	NCBI_PGAP	WP_014996831.1	class I SAM-dependent methyltransferase	0
81	NCBI_PGAP	WP_014996832.1	HlyD family efflux transporter periplasmic adaptor subunit	0
82	NCBI_PGAP	WP_014996833.1	ribosome-associated ATPase/putative transporter RbbA	0
83	NCBI_PGAP	WP_014996834.1	ABC transporter permease	0
84	NCBI_PGAP	WP_014996835.1	TonB-dependent siderophore receptor	0
86	NCBI_PGAP	WP_014996837.1	acyl-CoA dehydrogenase family protein	0
87	NCBI_PGAP	WP_014996838.1	LysR family transcriptional regulator	0
88	NCBI_PGAP	WP_044556883.1	MBL fold metallo-hydrolase	0
89	NCBI_PGAP	WP_014996840.1	YcjX family protein	0
90	NCBI_PGAP	WP_014996841.1	DUF697 domain-containing protein	0
91	NCBI_PGAP	WP_014996842.1	threonine/serine exporter family protein	0
92	NCBI_PGAP	WP_014996843.1	2-iminoacetate synthase ThiH (thiH)	0
93	NCBI_PGAP	WP_014996844.1	thiazole synthase	0
94	NCBI_PGAP	WP_014996845.1	sulfur carrier protein ThiS (thiS)	0
95	NCBI_PGAP	WP_014996846.1	HesA/MoeB/ThiF family protein	0
96	NCBI_PGAP	WP_014996847.1	thiamine phosphate synthase (thiE)	0
97	NCBI_PGAP	WP_014996848.1	phosphomethylpyrimidine synthase ThiC (thiC)	0
98	NCBI_PGAP	WP_014996849.1	heme biosynthesis protein	0
99	NCBI_PGAP	WP_014996850.1	uroporphyrinogen-III C-methyltransferase	0
100	NCBI_PGAP	WP_014996851.1	uroporphyrinogen-III synthase	0
101	NCBI_PGAP	WP_014996852.1	hydroxymethylbilane synthase (hemC)	0
102	NCBI_PGAP	WP_014996853.1	GGDEF domain-containing protein	0
103	NCBI_PGAP	WP_014996854.1	alpha/beta fold hydrolase	0
104	NCBI_PGAP	WP_014996855.1	guanylate kinase	0
105	NCBI_PGAP	WP_014947805.1	DNA-directed RNA polymerase subunit omega (rpoZ)	0
106	NCBI_PGAP	WP_014996856.1	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase (spoT)	0
107	NCBI_PGAP	WP_014996857.1	RidA family protein	0
108	NCBI_PGAP	WP_014996858.1	tRNA (guanosine(18)-2'-O)-methyltransferase TrmH (trmH)	0
109	NCBI_PGAP	WP_014996859.1	ATP-dependent DNA helicase RecG (recG)	0
110	NCBI_PGAP	WP_014996860.1	class I SAM-dependent methyltransferase	0
111	NCBI_PGAP	WP_014996861.1	peroxiredoxin	0
113	NCBI_PGAP	WP_014996863.1	extracellular solute-binding protein	0
114	NCBI_PGAP	WP_014996864.1	iron ABC transporter permease	0
115	NCBI_PGAP	WP_014996865.1	ABC transporter ATP-binding protein	0
116	NCBI_PGAP	WP_014996866.1	EAL domain-containing protein	0
117	NCBI_PGAP	WP_014996867.1	DUF2892 domain-containing protein	0
118	NCBI_PGAP	WP_014996868.1	NAD(P)/FAD-dependent oxidoreductase	0
119	NCBI_PGAP	WP_014996869.1	LapA family protein	0
120	NCBI_PGAP	WP_014996870.1	mechanosensitive ion channel	0
123	NCBI_PGAP	WP_014996873.1	diguanylate phosphodiesterase	0
124	NCBI_PGAP	WP_014996874.1	diguanylate cyclase	0
125	NCBI_PGAP	WP_014996875.1	ArgP/LysG family DNA-binding transcriptional regulator	0
126	NCBI_PGAP	WP_014996876.1	LysE family transporter	0
127	NCBI_PGAP	WP_044556885.1	multidrug efflux SMR transporter	0
128	NCBI_PGAP	WP_014996878.1	DUF1499 domain-containing protein	0
129	NCBI_PGAP	WP_014996879.1	molecular chaperone DnaJ	0
130	NCBI_PGAP	WP_014996880.1	efflux RND transporter periplasmic adaptor subunit	0
131	NCBI_PGAP	WP_044556701.1	multidrug efflux RND transporter permease subunit	0
132	NCBI_PGAP	WP_014996882.1	alpha/beta fold hydrolase	0
133	NCBI_PGAP	WP_014996883.1	GNAT family N-acetyltransferase	0
134	NCBI_PGAP	WP_014996884.1	histone deacetylase family protein	0
135	NCBI_PGAP	WP_014996885.1	glutaredoxin	0
137	NCBI_PGAP	WP_014996887.1	methyl-accepting chemotaxis protein	0
139	NCBI_PGAP	WP_014996889.1	DUF3300 domain-containing protein	0
140	NCBI_PGAP	WP_014996890.1	GTP cyclohydrolase II (ribA)	0
141	NCBI_PGAP	WP_044556887.1	EAL domain-containing protein	0
143	NCBI_PGAP	WP_014996894.1	glutathione S-transferase	0
144	NCBI_PGAP	WP_014996895.1	DNA helicase RecQ (recQ)	0
145	NCBI_PGAP	WP_014996896.1	thioesterase family protein	0
146	NCBI_PGAP	WP_014996897.1	magnesium transporter	0
147	NCBI_PGAP	WP_014996898.1	EamA family transporter RarD (rarD)	0
148	NCBI_PGAP	WP_014996899.1	diguanylate cyclase	0
149	NCBI_PGAP	WP_014996900.1	DNA helicase II (uvrD)	0
150	NCBI_PGAP	WP_014996901.1	serine O-acetyltransferase (cysE)	0
151	NCBI_PGAP	WP_014996902.1	sensor domain-containing diguanylate cyclase	0
152	NCBI_PGAP	WP_014996903.1	HAD-IA family hydrolase	0
153	NCBI_PGAP	WP_014996904.1	tyrosine recombinase XerC (xerC)	0
154	NCBI_PGAP	WP_014996905.1	DUF484 family protein	0
155	NCBI_PGAP	WP_014996906.1	diaminopimelate epimerase (dapF)	0
156	NCBI_PGAP	WP_014996907.1	diaminopimelate decarboxylase (lysA)	0
157	NCBI_PGAP	WP_014996908.1	lipoprotein	0
158	NCBI_PGAP	WP_014996909.1	glycosyl transferase	0
159	NCBI_PGAP	WP_080590274.1	phosphatase PAP2 family protein	0
160	NCBI_PGAP	WP_014996911.1	ribonuclease E activity regulator RraA (rraA)	0
161	NCBI_PGAP	WP_014996912.1	S1/P1 nuclease	0
162	NCBI_PGAP	WP_014996913.1	UbiX family flavin prenyltransferase	0
163	NCBI_PGAP	WP_014996914.1	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl- meso-diaminopimelate ligase (mpl)	0
164	NCBI_PGAP	WP_014996915.1	class 1 fructose-bisphosphatase	0
165	NCBI_PGAP	WP_014947861.1	inorganic diphosphatase	0
166	NCBI_PGAP	WP_014996917.1	DUF3299 domain-containing protein	0
167	NCBI_PGAP	WP_014996918.1	dihydrodipicolinate synthase family protein	0
168	NCBI_PGAP	WP_014975360.1	2OG-Fe(II) oxygenase	0
169	NCBI_PGAP	WP_014996919.1	acyl-CoA thioesterase	0
170	NCBI_PGAP	WP_157187939.1	winged helix-turn-helix domain-containing protein	0
172	NCBI_PGAP	WP_014996922.1	Hsp70 family protein	0
173	NCBI_PGAP	WP_014996923.1	excinuclease ABC subunit UvrA (uvrA)	0
174	NCBI_PGAP	WP_014996924.1	MFS transporter	0
175	NCBI_PGAP	WP_014996925.1	beta-phosphoglucomutase family hydrolase	0
177	NCBI_PGAP	WP_014996927.1	alpha/beta hydrolase	0
178	NCBI_PGAP	WP_014996928.1	LacI family DNA-binding transcriptional regulator	0
179	NCBI_PGAP	WP_014996929.1	galactose mutarotase	0
180	NCBI_PGAP	WP_014996930.1	UDP-glucose--hexose-1-phosphate uridylyltransferase	0
181	NCBI_PGAP	WP_014996931.1	galactokinase (galK)	0
182	NCBI_PGAP	WP_014996932.1	sodium/solute symporter	0
183	NCBI_PGAP	WP_014947881.1	single-stranded DNA-binding protein (ssb)	0
186	NCBI_PGAP	WP_014996935.1	UDP-glucose 4-epimerase GalE (galE)	0
187	NCBI_PGAP	WP_157187964.1	DUF4982 domain-containing protein	0
188	NCBI_PGAP	WP_014996937.1	TonB-dependent receptor	0
189	NCBI_PGAP	WP_014996938.1	glycerol kinase GlpK (glpK)	0
190	NCBI_PGAP	WP_014996939.1	DeoR/GlpR family transcriptional regulator	0
191	NCBI_PGAP	WP_014996940.1	glycerol-3-phosphate dehydrogenase	0
192	NCBI_PGAP	WP_014996941.1	phosphoglycerate mutase family protein	0
194	NCBI_PGAP	WP_014996943.1	type II secretion system protein	0
195	NCBI_PGAP	WP_014996944.1	rod shape-determining protein	0
196	NCBI_PGAP	WP_014996945.1	rod shape-determining protein MreC (mreC)	0
197	NCBI_PGAP	WP_014996946.1	rod shape-determining protein MreD (mreD)	0
198	NCBI_PGAP	WP_014996947.1	septum formation inhibitor Maf	0
199	NCBI_PGAP	WP_014996948.1	ribonuclease G	0
200	NCBI_PGAP	WP_014996949.1	TIGR02099 family protein	0
201	NCBI_PGAP	WP_014996950.1	carbon-nitrogen hydrolase family protein	0
202	NCBI_PGAP	WP_014996951.1	metalloprotease TldD (tldD)	0
204	NCBI_PGAP	WP_014996953.1	ribosome-associated protein	0
205	NCBI_PGAP	WP_014996954.1	metalloprotease PmbA (pmbA)	0
206	NCBI_PGAP	WP_014996955.1	AraC family transcriptional regulator	0
207	NCBI_PGAP	WP_014996956.1	beta-galactosidase	0
208	NCBI_PGAP	WP_014996957.1	two-component system response regulator ArcA (arcA)	0
209	NCBI_PGAP	WP_014996958.1	HAMP domain-containing histidine kinase	0
210	NCBI_PGAP	WP_014996959.1	glycogen synthase GlgA (glgA)	0
211	NCBI_PGAP	WP_014996960.1	methyltransferase	0
212	NCBI_PGAP	WP_014996961.1	tRNA (guanosine(46)-N7)-methyltransferase TrmB (trmB)	0
213	NCBI_PGAP	WP_014996962.1	alpha/beta hydrolase	0
214	NCBI_PGAP	WP_044556705.1	A/G-specific adenine glycosylase (mutY)	0
215	NCBI_PGAP	WP_014947929.1	oxidative damage protection protein	0
216	NCBI_PGAP	WP_014996964.1	tyrosine-type recombinase/integrase	0
217	NCBI_PGAP	WP_014996965.1	DUF4224 domain-containing protein	0
218	NCBI_PGAP	WP_014996966.1	SIR2 family protein	0
220	NCBI_PGAP	WP_014996968.1	recombinase family protein	0
223	NCBI_PGAP	WP_014996972.1	integrase	0
226	NCBI_PGAP	WP_014996976.1	conjugal transfer protein TraG N-terminal domain-containing protein	0
229	NCBI_PGAP	WP_014996979.1	DUF1778 domain-containing protein	0
230	NCBI_PGAP	WP_014996980.1	GNAT family N-acetyltransferase	0
232	NCBI_PGAP	WP_014996981.1	metal-binding protein	0
233	NCBI_PGAP	WP_012516828.1	methionyl-tRNA formyltransferase	0
234	NCBI_PGAP	WP_014996982.1	heavy metal sensor histidine kinase	0
235	NCBI_PGAP	WP_014996983.1	heavy metal response regulator transcription factor	0
236	NCBI_PGAP	WP_014996985.1	MerR family transcriptional regulator	0
237	NCBI_PGAP	WP_014996986.1	TolC family protein	0
238	NCBI_PGAP	WP_014996987.1	efflux RND transporter periplasmic adaptor subunit	0
239	NCBI_PGAP	WP_014996988.1	efflux RND transporter permease subunit	0
240	NCBI_PGAP	WP_014996989.1	peptidase	0
241	NCBI_PGAP	WP_014996990.1	2Fe-2S iron-sulfur cluster binding domain-containing protein	0
242	NCBI_PGAP	WP_014996991.1	copper resistance protein CopC	0
243	NCBI_PGAP	WP_014996992.1	CopD family protein	0
244	NCBI_PGAP	WP_014996993.1	nuclear transport factor 2 family protein	0
245	NCBI_PGAP	WP_012516840.1	nuclear transport factor 2 family protein	0
246	NCBI_PGAP	WP_014996994.1	DUF1624 domain-containing protein	0
249	NCBI_PGAP	WP_044556707.1	SDR family NAD(P)-dependent oxidoreductase	0
251	NCBI_PGAP	WP_014996996.1	cytochrome c	0
255	NCBI_PGAP	WP_014996998.1	2Fe-2S iron-sulfur cluster binding domain-containing protein	0
259	NCBI_PGAP	WP_012516866.1	MerR family DNA-binding protein	0
260	NCBI_PGAP	WP_044556893.1	copper-translocating P-type ATPase	0
261	NCBI_PGAP	WP_012516868.1	cupredoxin domain-containing protein	0
262	NCBI_PGAP	WP_014997005.1	DUF2933 domain-containing protein	0
263	NCBI_PGAP	WP_014997006.1	isoprenylcysteine carboxylmethyltransferase family protein	0
267	NCBI_PGAP	WP_080590276.1	DDE-type integrase/transposase/recombinase	0
272	NCBI_PGAP	WP_014997014.1	TolC family protein	0
273	NCBI_PGAP	WP_014997015.1	efflux RND transporter periplasmic adaptor subunit	0
274	NCBI_PGAP	WP_014997016.1	CusA/CzcA family heavy metal efflux RND transporter	0
275	NCBI_PGAP	WP_014997017.1	cation transporter	0
277	NCBI_PGAP	WP_014997018.1	DUF3955 domain-containing protein	0
278	NCBI_PGAP	WP_014997020.1	APC family permease	0
279	NCBI_PGAP	WP_012516916.1	copper resistance protein B	0
280	NCBI_PGAP	WP_014978042.1	copper resistance system multicopper oxidase	0
281	NCBI_PGAP	WP_014978043.1	glutaredoxin	0
282	NCBI_PGAP	WP_012516919.1	DUF305 domain-containing protein	0
283	NCBI_PGAP	WP_014978045.1	two pore domain potassium channel family protein	0
284	NCBI_PGAP	WP_014978046.1	tyrosine-type recombinase/integrase	0
285	NCBI_PGAP	WP_014996979.1	DUF1778 domain-containing protein	0
286	NCBI_PGAP	WP_014997022.1	GNAT family N-acetyltransferase	0
287	NCBI_PGAP	WP_014997023.1	methyl-accepting chemotaxis protein	0
288	NCBI_PGAP	WP_014997024.1	response regulator	0
289	NCBI_PGAP	WP_014997025.1	chemotaxis protein CheW	0
290	NCBI_PGAP	WP_014947935.1	chemotaxis protein CheW	0
291	NCBI_PGAP	WP_014997026.1	methyl-accepting chemotaxis protein	0
292	NCBI_PGAP	WP_014997027.1	chemotaxis protein CheR	0
293	NCBI_PGAP	WP_014997028.1	chemoreceptor glutamine deamidase CheD (cheD)	0
294	NCBI_PGAP	WP_014997029.1	chemotaxis response regulator protein-glutamate methylesterase (cheB)	0
295	NCBI_PGAP	WP_014997030.1	methyl-accepting chemotaxis protein	0
296	NCBI_PGAP	WP_014947941.1	response regulator	0
297	NCBI_PGAP	WP_014997031.1	chemotaxis protein CheW	0
298	NCBI_PGAP	WP_014997032.1	chemotaxis protein CheW	0
299	NCBI_PGAP	WP_014997033.1	PAS domain S-box protein	0
300	NCBI_PGAP	WP_014997034.1	methyl-accepting chemotaxis protein	0
301	NCBI_PGAP	WP_014997035.1	chemotaxis protein CheR	0
302	NCBI_PGAP	WP_014997036.1	chemoreceptor glutamine deamidase CheD (cheD)	0
303	NCBI_PGAP	WP_014997037.1	chemotaxis response regulator protein-glutamate methylesterase (cheB)	0
305	NCBI_PGAP	WP_014997039.1	haloacid dehalogenase type II	0
306	NCBI_PGAP	WP_014997040.1	TonB-dependent receptor	0
307	NCBI_PGAP	WP_014997041.1	substrate-binding domain-containing protein	0
308	NCBI_PGAP	WP_044556895.1	MFS transporter	0
309	NCBI_PGAP	WP_014997043.1	alpha,alpha-trehalase	0
310	NCBI_PGAP	WP_014997044.1	diguanylate cyclase	0
311	NCBI_PGAP	WP_014997045.1	DMT family transporter	0
312	NCBI_PGAP	WP_014997046.1	HAD family hydrolase	0
313	NCBI_PGAP	WP_014997048.1	response regulator	0
314	NCBI_PGAP	WP_014947959.1	DUF3392 domain-containing protein	0
315	NCBI_PGAP	WP_014997049.1	sugar phosphate isomerase/epimerase	0
316	NCBI_PGAP	WP_014997050.1	LacI family DNA-binding transcriptional regulator	0
317	NCBI_PGAP	WP_014997051.1	Gfo/Idh/MocA family oxidoreductase	0
318	NCBI_PGAP	WP_014997052.1	sugar phosphate isomerase/epimerase	0
319	NCBI_PGAP	WP_085930904.1	nucleoside permease	0
320	NCBI_PGAP	WP_014997054.1	TIM barrel protein	0
321	NCBI_PGAP	WP_014997055.1	GMC family oxidoreductase	0
322	NCBI_PGAP	WP_014997056.1	gluconate 2-dehydrogenase subunit 3 family protein	0
323	NCBI_PGAP	WP_014997057.1	DUF1080 domain-containing protein	0
324	NCBI_PGAP	WP_014997058.1	iron-containing alcohol dehydrogenase	0
325	NCBI_PGAP	WP_014997059.1	branched-chain amino acid aminotransferase	0
326	NCBI_PGAP	WP_014997060.1	2,3-diphosphoglycerate-dependent phosphoglycerate mutase (gpmA)	0
327	NCBI_PGAP	WP_014997061.1	cupin domain-containing protein	0
328	NCBI_PGAP	WP_014997062.1	aconitate hydratase AcnA (acnA)	0
329	NCBI_PGAP	WP_080590294.1	GspE/PulE family protein	0
330	NCBI_PGAP	WP_010179497.1	30S ribosomal protein S10 (rpsJ)	0
331	NCBI_PGAP	WP_014947975.1	50S ribosomal protein L3 (rplC)	0
332	NCBI_PGAP	WP_012516958.1	50S ribosomal protein L4 (rplD)	0
333	NCBI_PGAP	WP_012516959.1	50S ribosomal protein L23 (rplW)	0
334	NCBI_PGAP	WP_014997064.1	50S ribosomal protein L2 (rplB)	0
335	NCBI_PGAP	WP_012516961.1	30S ribosomal protein S19 (rpsS)	0
336	NCBI_PGAP	WP_014947977.1	50S ribosomal protein L22 (rplV)	0
337	NCBI_PGAP	WP_014947978.1	30S ribosomal protein S3 (rpsC)	0
338	NCBI_PGAP	WP_014997065.1	50S ribosomal protein L16 (rplP)	0
339	NCBI_PGAP	WP_014947980.1	50S ribosomal protein L29 (rpmC)	0
340	NCBI_PGAP	WP_014997066.1	30S ribosomal protein S17 (rpsQ)	0
341	NCBI_PGAP	WP_014997067.1	glycosyltransferase family 4 protein	0
342	NCBI_PGAP	WP_014997068.1	3-deoxy-D-manno-octulosonic acid transferase	0
343	NCBI_PGAP	WP_014997069.1	sodium:proton antiporter	0
346	NCBI_PGAP	WP_014997072.1	methyl-accepting chemotaxis protein	0
347	NCBI_PGAP	WP_014997073.1	M3 family metallopeptidase	0
348	NCBI_PGAP	WP_014997074.1	YgjV family protein	0
350	NCBI_PGAP	WP_014997076.1	formyltetrahydrofolate deformylase (purU)	0
351	NCBI_PGAP	WP_014997077.1	RNA 2',3'-cyclic phosphodiesterase (thpR)	0
352	NCBI_PGAP	WP_044556717.1	DEAD/DEAH box helicase	0
353	NCBI_PGAP	WP_014997079.1	lytic murein transglycosylase	0
354	NCBI_PGAP	WP_014997080.1	penicillin-binding protein 1B (mrcB)	0
356	NCBI_PGAP	WP_014997082.1	DUF808 domain-containing protein	0
357	NCBI_PGAP	WP_014997083.1	endonuclease	0
358	NCBI_PGAP	WP_014997084.1	helix-turn-helix domain-containing protein	0
360	NCBI_PGAP	WP_012516988.1	P-II family nitrogen regulator (glnK)	0
361	NCBI_PGAP	WP_014997086.1	ammonium transporter	0
362	NCBI_PGAP	WP_014997087.1	gamma-glutamyltransferase (ggt)	0
363	NCBI_PGAP	WP_014997088.1	Dyp-type peroxidase	0
364	NCBI_PGAP	WP_014997089.1	glutamate-1-semialdehyde 2,1-aminomutase (hemL)	0
365	NCBI_PGAP	WP_014997090.1	aspartate carbamoyltransferase	0
366	NCBI_PGAP	WP_014997091.1	TetR/AcrR family transcriptional regulator	0
367	NCBI_PGAP	WP_014997092.1	efflux RND transporter periplasmic adaptor subunit	0
368	NCBI_PGAP	WP_014997093.1	efflux RND transporter permease subunit	0
369	NCBI_PGAP	WP_014997094.1	DUF2982 domain-containing protein	0
370	NCBI_PGAP	WP_014997095.1	hybrid sensor histidine kinase/response regulator	0
371	NCBI_PGAP	WP_014997096.1	DNA topoisomerase IV subunit A (parC)	0
372	NCBI_PGAP	WP_014997097.1	heme NO-binding domain-containing protein	0
373	NCBI_PGAP	WP_014997098.1	bifunctional diguanylate cyclase/phosphodiesterase	0
374	NCBI_PGAP	WP_014997099.1	DUF1338 domain-containing protein	0
375	NCBI_PGAP	WP_014997100.1	succinylglutamate-semialdehyde dehydrogenase (astD)	0
376	NCBI_PGAP	WP_014997101.1	arginine N-succinyltransferase (astA)	0
377	NCBI_PGAP	WP_014997102.1	aspartate aminotransferase family protein (astC)	0
378	NCBI_PGAP	WP_014997103.1	HDOD domain-containing protein	0
379	NCBI_PGAP	WP_014997104.1	aminodeoxychorismate/anthranilate synthase component II	0
380	NCBI_PGAP	WP_014997105.1	tryptophan--tRNA ligase (trpS)	0
381	NCBI_PGAP	WP_014997106.1	ribulose-phosphate 3-epimerase	0
384	NCBI_PGAP	WP_014997109.1	DUF2970 domain-containing protein	0
385	NCBI_PGAP	WP_014997110.1	Dam family site-specific DNA-(adenine-N6)-methyltransferase	0
386	NCBI_PGAP	WP_014997111.1	cell division protein DamX	0
387	NCBI_PGAP	WP_014997112.1	3-dehydroquinate synthase (aroB)	0
388	NCBI_PGAP	WP_014948032.1	shikimate kinase AroK (aroK)	0
389	NCBI_PGAP	WP_014997113.1	type IV pilus secretin PilQ family protein (pilQ)	0
390	NCBI_PGAP	WP_014997114.1	pilus assembly protein PilP	0
391	NCBI_PGAP	WP_014997115.1	type 4a pilus biogenesis protein PilO (pilO)	0
392	NCBI_PGAP	WP_014997116.1	PilN domain-containing protein	0
393	NCBI_PGAP	WP_014997117.1	type IV pilus assembly protein PilM (pilM)	0
394	NCBI_PGAP	WP_014997118.1	penicillin-binding protein 1A	0
395	NCBI_PGAP	WP_014997119.1	NAD-dependent malic enzyme (maeA)	0
396	NCBI_PGAP	WP_014997120.1	DUF4382 domain-containing protein	0
397	NCBI_PGAP	WP_014997121.1	glutathione-dependent disulfide-bond oxidoreductase (yghU)	0
399	NCBI_PGAP	WP_014997123.1	catalase	0
400	NCBI_PGAP	WP_014997124.1	TetR/AcrR family transcriptional regulator	0
401	NCBI_PGAP	WP_044556720.1	alpha/beta hydrolase	0
402	NCBI_PGAP	WP_014997126.1	EAL domain-containing protein	0
403	NCBI_PGAP	WP_014997127.1	amino-acid N-acetyltransferase	0
404	NCBI_PGAP	WP_014997128.1	argininosuccinate lyase (argH)	0
405	NCBI_PGAP	WP_014997129.1	argininosuccinate synthase	0
406	NCBI_PGAP	WP_014997130.1	ornithine carbamoyltransferase	0
407	NCBI_PGAP	WP_014997131.1	acetylglutamate kinase (argB)	0
408	NCBI_PGAP	WP_014997132.1	N-acetyl-gamma-glutamyl-phosphate reductase (argC)	0
409	NCBI_PGAP	WP_014978142.1	methylglyoxal synthase	0
410	NCBI_PGAP	WP_014997133.1	Spy/CpxP family protein refolding chaperone	0
411	NCBI_PGAP	WP_044556900.1	response regulator transcription factor	0
412	NCBI_PGAP	WP_014997135.1	HAMP domain-containing protein	0
413	NCBI_PGAP	WP_014997136.1	alpha/beta fold hydrolase	0
