gene_callers_id	source	accession	function	e_value
225	NCBI_PGAP	WP_061439098.1	metalloprotease PmbA (pmbA)	0
226	NCBI_PGAP	WP_061439100.1	AraC family transcriptional regulator	0
227	NCBI_PGAP	WP_061439102.1	beta-galactosidase	0
228	NCBI_PGAP	WP_014947922.1	two-component system response regulator ArcA (arcA)	0
229	NCBI_PGAP	WP_014947923.1	HAMP domain-containing histidine kinase	0
230	NCBI_PGAP	WP_061439104.1	glycogen synthase GlgA (glgA)	0
231	NCBI_PGAP	WP_061439106.1	methyltransferase	0
232	NCBI_PGAP	WP_061439108.1	tRNA (guanosine(46)-N7)-methyltransferase TrmB (trmB)	0
233	NCBI_PGAP	WP_061439110.1	alpha/beta fold hydrolase	0
234	NCBI_PGAP	WP_061439112.1	A/G-specific adenine glycosylase (mutY)	0
235	NCBI_PGAP	WP_014947929.1	oxidative damage protection protein	0
238	NCBI_PGAP	WP_061439115.1	AAA family ATPase	0
243	NCBI_PGAP	WP_061439125.1	DUF3387 domain-containing protein	0
244	NCBI_PGAP	WP_081106053.1	DUF3387 domain-containing protein	0
245	NCBI_PGAP	WP_061439127.1	DUF429 domain-containing protein	0
246	NCBI_PGAP	WP_061439129.1	DUF2034 domain-containing protein	0
247	NCBI_PGAP	WP_012516807.1	NYN domain-containing protein	0
248	NCBI_PGAP	WP_061439131.1	viroplasmin family protein	0
249	NCBI_PGAP	WP_061439133.1	DUF2787 domain-containing protein	0
251	NCBI_PGAP	WP_061439137.1	ATP-binding protein	0
252	NCBI_PGAP	WP_061439139.1	tyrosine-type recombinase/integrase	0
255	NCBI_PGAP	WP_039221977.1	ATP-binding protein	0
256	NCBI_PGAP	WP_039221975.1	IS21 family transposase	0
260	NCBI_PGAP	WP_012516820.1	HupE/UreJ family protein	0
261	NCBI_PGAP	WP_061439146.1	CusA/CzcA family heavy metal efflux RND transporter	0
262	NCBI_PGAP	WP_012516822.1	HlyD family efflux transporter periplasmic adaptor subunit	0
263	NCBI_PGAP	WP_061439148.1	TolC family protein	0
264	NCBI_PGAP	WP_061439150.1	M56 family metallopeptidase	0
265	NCBI_PGAP	WP_012516825.1	BlaI/MecI/CopY family transcriptional regulator	0
266	NCBI_PGAP	WP_012516826.1	tyrosine-type recombinase/integrase	0
267	NCBI_PGAP	WP_061439154.1	chemotaxis protein	0
268	NCBI_PGAP	WP_014947933.1	response regulator	0
269	NCBI_PGAP	WP_061439156.1	chemotaxis protein CheW	0
270	NCBI_PGAP	WP_014947935.1	chemotaxis protein CheW	0
271	NCBI_PGAP	WP_061439158.1	methyl-accepting chemotaxis protein	0
272	NCBI_PGAP	WP_061439160.1	chemotaxis protein CheR	0
273	NCBI_PGAP	WP_061439163.1	chemoreceptor glutamine deamidase CheD (cheD)	0
274	NCBI_PGAP	WP_061439165.1	chemotaxis response regulator protein-glutamate methylesterase	0
275	NCBI_PGAP	WP_061439167.1	chemotaxis protein	0
276	NCBI_PGAP	WP_014947941.1	response regulator	0
277	NCBI_PGAP	WP_061439169.1	chemotaxis protein CheW	0
278	NCBI_PGAP	WP_014947943.1	chemotaxis protein CheW	0
279	NCBI_PGAP	WP_061439171.1	PAS domain S-box protein	0
280	NCBI_PGAP	WP_061486899.1	methyl-accepting chemotaxis protein	0
281	NCBI_PGAP	WP_061439173.1	chemotaxis protein CheR	0
282	NCBI_PGAP	WP_014947947.1	chemoreceptor glutamine deamidase CheD (cheD)	0
283	NCBI_PGAP	WP_039234748.1	chemotaxis response regulator protein-glutamate methylesterase	0
285	NCBI_PGAP	WP_061439178.1	haloacid dehalogenase type II	0
286	NCBI_PGAP	WP_061439181.1	IS4 family transposase	0
287	NCBI_PGAP	WP_061439183.1	TonB-dependent receptor	0
288	NCBI_PGAP	WP_014947952.1	substrate-binding domain-containing protein	0
289	NCBI_PGAP	WP_061439186.1	MFS transporter	0
290	NCBI_PGAP	WP_061439188.1	alpha,alpha-trehalase	0
291	NCBI_PGAP	WP_014978067.1	GGDEF domain-containing protein	0
292	NCBI_PGAP	WP_014978068.1	DMT family transporter	0
293	NCBI_PGAP	WP_014978069.1	HAD family hydrolase	0
295	NCBI_PGAP	WP_061439190.1	response regulator	0
296	NCBI_PGAP	WP_014947959.1	DUF3392 domain-containing protein	0
297	NCBI_PGAP	WP_061439192.1	sugar phosphate isomerase/epimerase	0
298	NCBI_PGAP	WP_012516940.1	LacI family DNA-binding transcriptional regulator	0
299	NCBI_PGAP	WP_061439194.1	Gfo/Idh/MocA family oxidoreductase	0
300	NCBI_PGAP	WP_061439195.1	sugar phosphate isomerase/epimerase	0
301	NCBI_PGAP	WP_145912125.1	nucleoside permease	0
302	NCBI_PGAP	WP_061439199.1	TIM barrel protein	0
303	NCBI_PGAP	WP_014947965.1	GMC family oxidoreductase	0
304	NCBI_PGAP	WP_014947966.1	gluconate 2-dehydrogenase subunit 3 family protein	0
305	NCBI_PGAP	WP_061486901.1	DUF1080 domain-containing protein	0
306	NCBI_PGAP	WP_061439201.1	iron-containing alcohol dehydrogenase	0
307	NCBI_PGAP	WP_061439204.1	branched-chain amino acid aminotransferase	0
308	NCBI_PGAP	WP_014947970.1	2,3-diphosphoglycerate-dependent phosphoglycerate mutase (gpmA)	0
309	NCBI_PGAP	WP_039225136.1	cupin domain-containing protein	0
310	NCBI_PGAP	WP_061439205.1	aconitate hydratase AcnA (acnA)	0
311	NCBI_PGAP	WP_014947973.1	sel1 repeat family protein	0
312	NCBI_PGAP	WP_081106126.1	GspE/PulE family protein	0
313	NCBI_PGAP	WP_010179497.1	30S ribosomal protein S10 (rpsJ)	0
314	NCBI_PGAP	WP_014947975.1	50S ribosomal protein L3 (rplC)	0
315	NCBI_PGAP	WP_012516958.1	50S ribosomal protein L4 (rplD)	0
316	NCBI_PGAP	WP_012516959.1	50S ribosomal protein L23 (rplW)	0
317	NCBI_PGAP	WP_061439206.1	50S ribosomal protein L2 (rplB)	0
318	NCBI_PGAP	WP_012516961.1	30S ribosomal protein S19 (rpsS)	0
319	NCBI_PGAP	WP_014947977.1	50S ribosomal protein L22 (rplV)	0
320	NCBI_PGAP	WP_014947978.1	30S ribosomal protein S3 (rpsC)	0
321	NCBI_PGAP	WP_014947979.1	50S ribosomal protein L16 (rplP)	0
322	NCBI_PGAP	WP_014947980.1	50S ribosomal protein L29 (rpmC)	0
323	NCBI_PGAP	WP_014975444.1	30S ribosomal protein S17 (rpsQ)	0
324	NCBI_PGAP	WP_014975445.1	glycosyltransferase family 4 protein	0
325	NCBI_PGAP	WP_014975446.1	3-deoxy-D-manno-octulosonic acid transferase	0
326	NCBI_PGAP	WP_061439208.1	sodium:proton antiporter	0
329	NCBI_PGAP	WP_061439211.1	methyl-accepting chemotaxis protein	0
330	NCBI_PGAP	WP_061439213.1	M3 family metallopeptidase	0
332	NCBI_PGAP	WP_014975452.1	YgjV family protein	0
334	NCBI_PGAP	WP_014975454.1	formyltetrahydrofolate deformylase (purU)	0
335	NCBI_PGAP	WP_014975455.1	RNA 2',3'-cyclic phosphodiesterase (thpR)	0
336	NCBI_PGAP	WP_014975456.1	ATP-dependent helicase HrpB (hrpB)	0
337	NCBI_PGAP	WP_014975457.1	DUF4198 domain-containing protein	0
338	NCBI_PGAP	WP_014975458.1	lytic murein transglycosylase	0
339	NCBI_PGAP	WP_014975459.1	penicillin-binding protein 1B (mrcB)	0
341	NCBI_PGAP	WP_014975461.1	DUF808 domain-containing protein	0
342	NCBI_PGAP	WP_014975462.1	endonuclease	0
343	NCBI_PGAP	WP_014975463.1	helix-turn-helix domain-containing protein	0
345	NCBI_PGAP	WP_012516988.1	P-II family nitrogen regulator (glnK)	0
346	NCBI_PGAP	WP_014948004.1	ammonium transporter	0
347	NCBI_PGAP	WP_014948005.1	gamma-glutamyltransferase (ggt)	0
348	NCBI_PGAP	WP_014948006.1	Dyp-type peroxidase	0
349	NCBI_PGAP	WP_014975465.1	adenylate/guanylate cyclase domain-containing protein	0
350	NCBI_PGAP	WP_014948008.1	glutamate-1-semialdehyde 2,1-aminomutase (hemL)	0
351	NCBI_PGAP	WP_014975466.1	aspartate carbamoyltransferase	0
352	NCBI_PGAP	WP_061439215.1	TetR/AcrR family transcriptional regulator	0
353	NCBI_PGAP	WP_014975468.1	efflux RND transporter periplasmic adaptor subunit	0
354	NCBI_PGAP	WP_014975469.1	efflux RND transporter permease subunit	0
355	NCBI_PGAP	WP_014948013.1	DUF2982 domain-containing protein	0
356	NCBI_PGAP	WP_014975470.1	hybrid sensor histidine kinase/response regulator	0
357	NCBI_PGAP	WP_061439217.1	DNA topoisomerase IV subunit A (parC)	0
358	NCBI_PGAP	WP_014948016.1	heme NO-binding domain-containing protein	0
359	NCBI_PGAP	WP_061439220.1	bifunctional diguanylate cyclase/phosphodiesterase	0
360	NCBI_PGAP	WP_014948018.1	DUF1338 domain-containing protein	0
361	NCBI_PGAP	WP_061439222.1	succinylglutamate-semialdehyde dehydrogenase (astD)	0
362	NCBI_PGAP	WP_014948020.1	arginine N-succinyltransferase (astA)	0
363	NCBI_PGAP	WP_014978113.1	aspartate aminotransferase family protein	0
364	NCBI_PGAP	WP_061486906.1	HDOD domain-containing protein	0
365	NCBI_PGAP	WP_061439224.1	aminodeoxychorismate/anthranilate synthase component II	0
366	NCBI_PGAP	WP_061439226.1	tryptophan--tRNA ligase (trpS)	0
367	NCBI_PGAP	WP_014978117.1	ribulose-phosphate 3-epimerase (rpe)	0
370	NCBI_PGAP	WP_014948028.1	DUF2970 domain-containing protein	0
371	NCBI_PGAP	WP_014948029.1	Dam family site-specific DNA-(adenine-N6)-methyltransferase	0
373	NCBI_PGAP	WP_039231079.1	3-dehydroquinate synthase (aroB)	0
374	NCBI_PGAP	WP_014948032.1	shikimate kinase AroK (aroK)	0
375	NCBI_PGAP	WP_061094069.1	type IV pilus secretin PilQ family protein	0
376	NCBI_PGAP	WP_014948034.1	pilus assembly protein PilP	0
377	NCBI_PGAP	WP_014948035.1	type 4a pilus biogenesis protein PilO	0
378	NCBI_PGAP	WP_061094070.1	PilN domain-containing protein	0
379	NCBI_PGAP	WP_049588773.1	type IV pilus assembly protein PilM (pilM)	0
380	NCBI_PGAP	WP_061439230.1	PBP1A family penicillin-binding protein	0
381	NCBI_PGAP	WP_014978126.1	NAD-dependent malic enzyme	0
383	NCBI_PGAP	WP_014975482.1	glutathione-dependent disulfide-bond oxidoreductase (yghU)	0
385	NCBI_PGAP	WP_014975484.1	catalase	0
386	NCBI_PGAP	WP_061439236.1	TetR/AcrR family transcriptional regulator	0
387	NCBI_PGAP	WP_014948047.1	alpha/beta fold hydrolase	0
388	NCBI_PGAP	WP_061439241.1	EAL domain-containing protein	0
389	NCBI_PGAP	WP_014975490.1	amino-acid N-acetyltransferase (argA)	0
390	NCBI_PGAP	WP_061439243.1	argininosuccinate lyase (argH)	0
391	NCBI_PGAP	WP_061439245.1	argininosuccinate synthase	0
392	NCBI_PGAP	WP_061439246.1	ornithine carbamoyltransferase	0
393	NCBI_PGAP	WP_039231060.1	acetylglutamate kinase (argB)	0
394	NCBI_PGAP	WP_061486910.1	N-acetyl-gamma-glutamyl-phosphate reductase (argC)	0
395	NCBI_PGAP	WP_014948054.1	methylglyoxal synthase	0
397	NCBI_PGAP	WP_014948056.1	flagellar basal body L-ring protein FlgH	0
398	NCBI_PGAP	WP_061439248.1	flagellar assembly protein T N-terminal domain-containing protein	0
399	NCBI_PGAP	WP_061439250.1	Spy/CpxP family protein refolding chaperone	0
400	NCBI_PGAP	WP_039225152.1	response regulator transcription factor	0
401	NCBI_PGAP	WP_014948060.1	HAMP domain-containing protein	0
402	NCBI_PGAP	WP_061439251.1	alpha/beta fold hydrolase	0
403	NCBI_PGAP	WP_014948062.1	tRNA (uridine(34)/cytosine(34)/5- carboxymethylaminomethyluridine(34)-2'-O)- methyltransferase TrmL (trmL)	0
404	NCBI_PGAP	WP_014948063.1	efflux RND transporter periplasmic adaptor subunit	0
405	NCBI_PGAP	WP_061439253.1	MacB family efflux pump subunit (macB)	0
406	NCBI_PGAP	WP_061439255.1	TolC family protein	0
407	NCBI_PGAP	WP_061439262.1	IS110 family transposase	0
409	NCBI_PGAP	WP_049588317.1	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase (gpsA)	0
410	NCBI_PGAP	WP_014948068.1	protein-export chaperone SecB (secB)	0
