gene_callers_id	contig	start	stop	direction	partial	call_type	source	version
35	NZ_CABDWP010000001	44203	47293	r	0	1	NCBI_PGAP	v4.6
36	NZ_CABDWP010000001	47329	48817	r	0	1	NCBI_PGAP	v4.6
37	NZ_CABDWP010000001	48816	49569	r	0	1	NCBI_PGAP	v4.6
38	NZ_CABDWP010000001	49816	50326	r	0	1	NCBI_PGAP	v4.6
39	NZ_CABDWP010000001	50328	52080	r	0	1	NCBI_PGAP	v4.6
40	NZ_CABDWP010000001	52118	52454	r	0	1	NCBI_PGAP	v4.6
41	NZ_CABDWP010000001	52643	54281	f	0	1	NCBI_PGAP	v4.6
42	NZ_CABDWP010000001	54537	55125	r	0	1	NCBI_PGAP	v4.6
43	NZ_CABDWP010000001	55239	56469	r	0	1	NCBI_PGAP	v4.6
44	NZ_CABDWP010000001	56678	57356	f	0	1	NCBI_PGAP	v4.6
45	NZ_CABDWP010000001	57448	57802	f	0	1	NCBI_PGAP	v4.6
46	NZ_CABDWP010000001	57896	58586	f	0	1	NCBI_PGAP	v4.6
47	NZ_CABDWP010000001	58585	59335	f	0	1	NCBI_PGAP	v4.6
48	NZ_CABDWP010000001	59331	61434	f	0	1	NCBI_PGAP	v4.6
49	NZ_CABDWP010000001	61771	62008	f	0	1	NCBI_PGAP	v4.6
50	NZ_CABDWP010000001	62019	62175	f	0	1	NCBI_PGAP	v4.6
51	NZ_CABDWP010000001	62441	62906	f	0	1	NCBI_PGAP	v4.6
52	NZ_CABDWP010000001	62906	63716	f	0	1	NCBI_PGAP	v4.6
53	NZ_CABDWP010000001	63734	64223	r	0	1	NCBI_PGAP	v4.6
54	NZ_CABDWP010000001	64321	65053	r	0	1	NCBI_PGAP	v4.6
55	NZ_CABDWP010000001	65532	66006	f	0	1	NCBI_PGAP	v4.6
56	NZ_CABDWP010000001	66002	67178	f	0	1	NCBI_PGAP	v4.6
57	NZ_CABDWP010000001	67187	69632	f	0	1	NCBI_PGAP	v4.6
58	NZ_CABDWP010000001	69795	70992	f	0	1	NCBI_PGAP	v4.6
59	NZ_CABDWP010000001	70988	72014	f	0	1	NCBI_PGAP	v4.6
60	NZ_CABDWP010000001	72013	72325	f	0	1	NCBI_PGAP	v4.6
61	NZ_CABDWP010000001	72465	73329	f	0	1	NCBI_PGAP	v4.6
62	NZ_CABDWP010000001	73384	73798	r	0	1	NCBI_PGAP	v4.6
63	NZ_CABDWP010000001	73946	74516	f	0	1	NCBI_PGAP	v4.6
64	NZ_CABDWP010000001	74512	75370	f	0	1	NCBI_PGAP	v4.6
65	NZ_CABDWP010000001	75471	75723	r	0	1	NCBI_PGAP	v4.6
66	NZ_CABDWP010000001	75835	77851	f	0	1	NCBI_PGAP	v4.6
67	NZ_CABDWP010000001	77896	80497	r	0	1	NCBI_PGAP	v4.6
68	NZ_CABDWP010000001	80600	81008	r	0	1	NCBI_PGAP	v4.6
69	NZ_CABDWP010000001	81725	82715	f	0	1	NCBI_PGAP	v4.6
70	NZ_CABDWP010000001	83129	83585	r	0	1	NCBI_PGAP	v4.6
71	NZ_CABDWP010000001	83868	84876	r	0	1	NCBI_PGAP	v4.6
72	NZ_CABDWP010000001	84898	85906	r	0	1	NCBI_PGAP	v4.6
73	NZ_CABDWP010000001	85980	86739	r	0	1	NCBI_PGAP	v4.6
74	NZ_CABDWP010000001	86894	87788	f	0	1	NCBI_PGAP	v4.6
75	NZ_CABDWP010000001	87852	88008	r	0	1	NCBI_PGAP	v4.6
76	NZ_CABDWP010000001	88829	89132	r	0	1	NCBI_PGAP	v4.6
77	NZ_CABDWP010000001	89195	90209	f	0	1	NCBI_PGAP	v4.6
78	NZ_CABDWP010000001	90381	91371	r	0	1	NCBI_PGAP	v4.6
79	NZ_CABDWP010000001	91582	91888	r	0	1	NCBI_PGAP	v4.6
80	NZ_CABDWP010000001	92021	93008	r	0	1	NCBI_PGAP	v4.6
81	NZ_CABDWP010000001	93073	94198	r	0	1	NCBI_PGAP	v4.6
82	NZ_CABDWP010000001	95618	95873	r	0	1	NCBI_PGAP	v4.6
83	NZ_CABDWP010000001	98347	98698	r	0	1	NCBI_PGAP	v4.6
84	NZ_CABDWP010000001	98694	99012	r	0	1	NCBI_PGAP	v4.6
85	NZ_CABDWP010000001	99805	100975	r	0	1	NCBI_PGAP	v4.6
86	NZ_CABDWP010000001	101081	102137	r	0	1	NCBI_PGAP	v4.6
87	NZ_CABDWP010000001	102214	103663	r	0	1	NCBI_PGAP	v4.6
88	NZ_CABDWP010000001	103659	105033	r	0	1	NCBI_PGAP	v4.6
89	NZ_CABDWP010000001	105042	106413	r	0	1	NCBI_PGAP	v4.6
90	NZ_CABDWP010000001	106443	107592	r	0	1	NCBI_PGAP	v4.6
91	NZ_CABDWP010000001	111913	112435	r	0	1	NCBI_PGAP	v4.6
92	NZ_CABDWP010000001	112891	113800	r	0	1	NCBI_PGAP	v4.6
93	NZ_CABDWP010000001	113803	114865	r	0	1	NCBI_PGAP	v4.6
94	NZ_CABDWP010000001	114861	115233	r	0	1	NCBI_PGAP	v4.6
95	NZ_CABDWP010000001	115338	117114	r	0	1	NCBI_PGAP	v4.6
96	NZ_CABDWP010000001	117124	118120	r	0	1	NCBI_PGAP	v4.6
97	NZ_CABDWP010000001	118527	122364	f	0	1	NCBI_PGAP	v4.6
98	NZ_CABDWP010000001	122400	123576	r	0	1	NCBI_PGAP	v4.6
99	NZ_CABDWP010000001	123691	123928	f	0	1	NCBI_PGAP	v4.6
100	NZ_CABDWP010000001	123971	124646	f	0	1	NCBI_PGAP	v4.6
101	NZ_CABDWP010000001	124803	126141	f	0	1	NCBI_PGAP	v4.6
102	NZ_CABDWP010000001	126143	126617	f	0	1	NCBI_PGAP	v4.6
103	NZ_CABDWP010000001	126627	127926	f	0	1	NCBI_PGAP	v4.6
104	NZ_CABDWP010000001	127927	128935	f	0	1	NCBI_PGAP	v4.6
105	NZ_CABDWP010000001	129121	129970	f	0	1	NCBI_PGAP	v4.6
106	NZ_CABDWP010000001	129972	130467	f	0	1	NCBI_PGAP	v4.6
107	NZ_CABDWP010000001	130607	132026	r	0	1	NCBI_PGAP	v4.6
108	NZ_CABDWP010000001	132046	132385	r	0	1	NCBI_PGAP	v4.6
109	NZ_CABDWP010000001	132397	133384	f	0	1	NCBI_PGAP	v4.6
110	NZ_CABDWP010000001	133773	134403	f	0	1	NCBI_PGAP	v4.6
111	NZ_CABDWP010000001	134539	134788	r	0	1	NCBI_PGAP	v4.6
112	NZ_CABDWP010000001	135142	135379	r	0	1	NCBI_PGAP	v4.6
113	NZ_CABDWP010000001	135637	136768	f	0	1	NCBI_PGAP	v4.6
114	NZ_CABDWP010000001	136770	138468	r	0	1	NCBI_PGAP	v4.6
115	NZ_CABDWP010000001	138706	139771	f	0	1	NCBI_PGAP	v4.6
116	NZ_CABDWP010000001	139767	142491	f	0	1	NCBI_PGAP	v4.6
117	NZ_CABDWP010000001	142493	143615	f	0	1	NCBI_PGAP	v4.6
118	NZ_CABDWP010000001	143756	145850	f	0	1	NCBI_PGAP	v4.6
119	NZ_CABDWP010000001	146017	146548	f	0	1	NCBI_PGAP	v4.6
120	NZ_CABDWP010000001	147174	148395	r	0	1	NCBI_PGAP	v4.6
121	NZ_CABDWP010000001	148606	149530	f	0	1	NCBI_PGAP	v4.6
122	NZ_CABDWP010000001	149667	150429	f	0	1	NCBI_PGAP	v4.6
123	NZ_CABDWP010000001	150641	152033	f	0	1	NCBI_PGAP	v4.6
124	NZ_CABDWP010000001	152029	153160	f	0	1	NCBI_PGAP	v4.6
125	NZ_CABDWP010000001	153259	154486	r	0	1	NCBI_PGAP	v4.6
126	NZ_CABDWP010000001	154715	155849	r	0	1	NCBI_PGAP	v4.6
127	NZ_CABDWP010000001	155845	156616	r	0	1	NCBI_PGAP	v4.6
128	NZ_CABDWP010000001	156617	156827	r	0	1	NCBI_PGAP	v4.6
129	NZ_CABDWP010000001	156823	157618	r	0	1	NCBI_PGAP	v4.6
130	NZ_CABDWP010000001	157610	159212	r	0	1	NCBI_PGAP	v4.6
131	NZ_CABDWP010000001	159208	161119	r	0	1	NCBI_PGAP	v4.6
132	NZ_CABDWP010000001	161615	162791	r	0	1	NCBI_PGAP	v4.6
133	NZ_CABDWP010000001	162787	163960	r	0	1	NCBI_PGAP	v4.6
134	NZ_CABDWP010000001	163960	164692	r	0	1	NCBI_PGAP	v4.6
135	NZ_CABDWP010000001	164755	165694	r	0	1	NCBI_PGAP	v4.6
136	NZ_CABDWP010000001	165890	166952	f	0	1	NCBI_PGAP	v4.6
137	NZ_CABDWP010000001	167146	167818	r	0	1	NCBI_PGAP	v4.6
138	NZ_CABDWP010000001	168024	168666	f	0	1	NCBI_PGAP	v4.6
139	NZ_CABDWP010000001	168835	169108	f	0	1	NCBI_PGAP	v4.6
140	NZ_CABDWP010000001	169250	171362	f	0	1	NCBI_PGAP	v4.6
141	NZ_CABDWP010000001	171386	171773	f	0	1	NCBI_PGAP	v4.6
142	NZ_CABDWP010000001	171776	172484	f	0	1	NCBI_PGAP	v4.6
143	NZ_CABDWP010000001	172678	174751	f	0	1	NCBI_PGAP	v4.6
144	NZ_CABDWP010000001	174743	175529	f	0	1	NCBI_PGAP	v4.6
145	NZ_CABDWP010000001	175530	176004	f	0	1	NCBI_PGAP	v4.6
146	NZ_CABDWP010000001	176435	177245	f	0	1	NCBI_PGAP	v4.6
147	NZ_CABDWP010000001	177254	178289	f	0	1	NCBI_PGAP	v4.6
148	NZ_CABDWP010000001	178285	179806	f	0	1	NCBI_PGAP	v4.6
149	NZ_CABDWP010000001	179805	180837	f	0	1	NCBI_PGAP	v4.6
150	NZ_CABDWP010000001	180839	182021	f	0	1	NCBI_PGAP	v4.6
151	NZ_CABDWP010000001	182081	182753	r	0	1	NCBI_PGAP	v4.6
152	NZ_CABDWP010000001	182890	183358	r	0	1	NCBI_PGAP	v4.6
153	NZ_CABDWP010000001	183582	183891	f	0	1	NCBI_PGAP	v4.6
154	NZ_CABDWP010000001	184041	185229	f	0	1	NCBI_PGAP	v4.6
155	NZ_CABDWP010000001	185425	186985	f	0	1	NCBI_PGAP	v4.6
156	NZ_CABDWP010000001	187026	187911	r	0	1	NCBI_PGAP	v4.6
157	NZ_CABDWP010000001	188088	188691	f	0	1	NCBI_PGAP	v4.6
158	NZ_CABDWP010000001	188806	189124	f	0	1	NCBI_PGAP	v4.6
159	NZ_CABDWP010000001	189198	189915	r	0	1	NCBI_PGAP	v4.6
160	NZ_CABDWP010000001	190111	190810	f	0	1	NCBI_PGAP	v4.6
161	NZ_CABDWP010000001	191126	192272	f	0	1	NCBI_PGAP	v4.6
162	NZ_CABDWP010000001	192293	195392	f	0	1	NCBI_PGAP	v4.6
163	NZ_CABDWP010000001	195448	195946	f	0	1	NCBI_PGAP	v4.6
164	NZ_CABDWP010000001	196059	197901	f	0	1	NCBI_PGAP	v4.6
165	NZ_CABDWP010000001	197897	198878	f	0	1	NCBI_PGAP	v4.6
166	NZ_CABDWP010000001	198973	199714	r	0	1	NCBI_PGAP	v4.6
167	NZ_CABDWP010000001	199836	200355	r	0	1	NCBI_PGAP	v4.6
168	NZ_CABDWP010000001	200391	201873	r	0	1	NCBI_PGAP	v4.6
169	NZ_CABDWP010000001	202046	202919	f	0	1	NCBI_PGAP	v4.6
170	NZ_CABDWP010000001	203000	204443	r	0	1	NCBI_PGAP	v4.6
171	NZ_CABDWP010000001	204578	205193	r	0	1	NCBI_PGAP	v4.6
172	NZ_CABDWP010000001	205325	208166	r	0	1	NCBI_PGAP	v4.6
173	NZ_CABDWP010000001	208260	208578	r	0	1	NCBI_PGAP	v4.6
174	NZ_CABDWP010000001	208683	209352	f	0	1	NCBI_PGAP	v4.6
175	NZ_CABDWP010000001	209437	211279	r	0	1	NCBI_PGAP	v4.6
176	NZ_CABDWP010000001	211492	212005	f	0	1	NCBI_PGAP	v4.6
177	NZ_CABDWP010000001	212092	213430	f	0	1	NCBI_PGAP	v4.6
178	NZ_CABDWP010000001	213627	214542	f	0	1	NCBI_PGAP	v4.6
179	NZ_CABDWP010000001	214699	215977	r	0	1	NCBI_PGAP	v4.6
180	NZ_CABDWP010000001	216019	218191	r	0	1	NCBI_PGAP	v4.6
181	NZ_CABDWP010000001	218654	219461	f	0	1	NCBI_PGAP	v4.6
182	NZ_CABDWP010000001	219558	221067	r	0	1	NCBI_PGAP	v4.6
183	NZ_CABDWP010000001	221235	221976	r	0	1	NCBI_PGAP	v4.6
184	NZ_CABDWP010000001	221996	222917	r	0	1	NCBI_PGAP	v4.6
185	NZ_CABDWP010000001	222922	223618	r	0	1	NCBI_PGAP	v4.6
186	NZ_CABDWP010000001	223614	224445	r	0	1	NCBI_PGAP	v4.6
187	NZ_CABDWP010000001	224480	225731	r	0	1	NCBI_PGAP	v4.6
188	NZ_CABDWP010000001	225730	225967	r	0	1	NCBI_PGAP	v4.6
189	NZ_CABDWP010000001	225979	227047	r	0	1	NCBI_PGAP	v4.6
190	NZ_CABDWP010000001	227048	227567	r	0	1	NCBI_PGAP	v4.6
191	NZ_CABDWP010000001	227919	228405	f	0	1	NCBI_PGAP	v4.6
192	NZ_CABDWP010000001	228493	229735	f	0	1	NCBI_PGAP	v4.6
193	NZ_CABDWP010000001	229766	230576	r	0	1	NCBI_PGAP	v4.6
194	NZ_CABDWP010000001	230578	231211	r	0	1	NCBI_PGAP	v4.6
195	NZ_CABDWP010000001	231282	232641	r	0	1	NCBI_PGAP	v4.6
196	NZ_CABDWP010000001	232952	233930	f	0	1	NCBI_PGAP	v4.6
197	NZ_CABDWP010000001	234060	234591	f	0	1	NCBI_PGAP	v4.6
198	NZ_CABDWP010000001	234732	235218	f	0	1	NCBI_PGAP	v4.6
199	NZ_CABDWP010000001	235245	236202	f	0	1	NCBI_PGAP	v4.6
200	NZ_CABDWP010000001	236198	236897	r	0	1	NCBI_PGAP	v4.6
201	NZ_CABDWP010000001	236919	237339	r	0	1	NCBI_PGAP	v4.6
202	NZ_CABDWP010000001	237552	238029	f	0	1	NCBI_PGAP	v4.6
203	NZ_CABDWP010000001	238040	239276	f	0	1	NCBI_PGAP	v4.6
204	NZ_CABDWP010000001	239352	240855	f	0	1	NCBI_PGAP	v4.6
205	NZ_CABDWP010000001	241291	244123	r	0	1	NCBI_PGAP	v4.6
206	NZ_CABDWP010000001	244491	245829	f	0	1	NCBI_PGAP	v4.6
207	NZ_CABDWP010000001	245893	246478	f	0	1	NCBI_PGAP	v4.6
208	NZ_CABDWP010000001	246552	247146	r	0	1	NCBI_PGAP	v4.6
209	NZ_CABDWP010000001	247399	248263	f	0	1	NCBI_PGAP	v4.6
210	NZ_CABDWP010000001	248674	249676	r	0	1	NCBI_PGAP	v4.6
211	NZ_CABDWP010000001	250004	251024	f	0	1	NCBI_PGAP	v4.6
212	NZ_CABDWP010000001	251196	252252	f	0	1	NCBI_PGAP	v4.6
213	NZ_CABDWP010000001	252244	253384	f	0	1	NCBI_PGAP	v4.6
214	NZ_CABDWP010000001	253741	255304	f	0	1	NCBI_PGAP	v4.6
215	NZ_CABDWP010000001	255571	256156	f	0	1	NCBI_PGAP	v4.6
216	NZ_CABDWP010000001	256364	257318	f	0	1	NCBI_PGAP	v4.6
217	NZ_CABDWP010000001	257457	258783	f	0	1	NCBI_PGAP	v4.6
218	NZ_CABDWP010000001	258856	260986	r	0	1	NCBI_PGAP	v4.6
219	NZ_CABDWP010000001	261295	262750	r	0	1	NCBI_PGAP	v4.6
220	NZ_CABDWP010000001	262816	265561	r	0	1	NCBI_PGAP	v4.6
221	NZ_CABDWP010000001	265866	267351	r	0	1	NCBI_PGAP	v4.6
222	NZ_CABDWP010000001	267511	268270	f	0	1	NCBI_PGAP	v4.6
223	NZ_CABDWP010000001	268574	270122	f	0	1	NCBI_PGAP	v4.6
224	NZ_CABDWP010000001	270230	270815	f	0	1	NCBI_PGAP	v4.6
225	NZ_CABDWP010000001	270950	271454	f	0	1	NCBI_PGAP	v4.6
226	NZ_CABDWP010000001	271620	272535	f	0	1	NCBI_PGAP	v4.6
227	NZ_CABDWP010000001	272531	273158	f	0	1	NCBI_PGAP	v4.6
228	NZ_CABDWP010000001	273132	273780	f	0	1	NCBI_PGAP	v4.6
229	NZ_CABDWP010000001	273789	274110	f	0	1	NCBI_PGAP	v4.6
230	NZ_CABDWP010000001	274093	275842	f	0	1	NCBI_PGAP	v4.6
231	NZ_CABDWP010000001	275844	276747	f	0	1	NCBI_PGAP	v4.6
232	NZ_CABDWP010000001	276743	277970	f	0	1	NCBI_PGAP	v4.6
233	NZ_CABDWP010000001	277969	279682	f	0	1	NCBI_PGAP	v4.6
234	NZ_CABDWP010000001	279681	280917	f	0	1	NCBI_PGAP	v4.6
235	NZ_CABDWP010000001	280944	281439	f	0	1	NCBI_PGAP	v4.6
236	NZ_CABDWP010000001	281484	282072	f	0	1	NCBI_PGAP	v4.6
237	NZ_CABDWP010000001	282094	282595	f	0	1	NCBI_PGAP	v4.6
238	NZ_CABDWP010000001	282596	283058	f	0	1	NCBI_PGAP	v4.6
239	NZ_CABDWP010000001	283047	283569	f	0	1	NCBI_PGAP	v4.6
240	NZ_CABDWP010000001	283568	284312	f	0	1	NCBI_PGAP	v4.6
241	NZ_CABDWP010000001	284301	284790	f	0	1	NCBI_PGAP	v4.6
242	NZ_CABDWP010000001	284789	288512	f	0	1	NCBI_PGAP	v4.6
243	NZ_CABDWP010000001	288867	289911	f	0	1	NCBI_PGAP	v4.6
244	NZ_CABDWP010000001	289948	290851	f	0	1	NCBI_PGAP	v4.6
245	NZ_CABDWP010000001	290843	291320	f	0	1	NCBI_PGAP	v4.6
246	NZ_CABDWP010000001	291356	291947	f	0	1	NCBI_PGAP	v4.6
247	NZ_CABDWP010000001	291943	293410	f	0	1	NCBI_PGAP	v4.6
248	NZ_CABDWP010000001	293436	297432	f	0	1	NCBI_PGAP	v4.6
249	NZ_CABDWP010000001	297424	298243	f	0	1	NCBI_PGAP	v4.6
250	NZ_CABDWP010000001	298235	299678	f	0	1	NCBI_PGAP	v4.6
251	NZ_CABDWP010000001	299778	300207	r	0	1	NCBI_PGAP	v4.6
252	NZ_CABDWP010000001	300262	300820	r	0	1	NCBI_PGAP	v4.6
253	NZ_CABDWP010000001	300891	302223	f	0	1	NCBI_PGAP	v4.6
254	NZ_CABDWP010000001	302219	303074	r	0	1	NCBI_PGAP	v4.6
255	NZ_CABDWP010000001	303178	306298	f	0	1	NCBI_PGAP	v4.6
256	NZ_CABDWP010000001	306455	307163	r	0	1	NCBI_PGAP	v4.6
257	NZ_CABDWP010000001	307317	308964	r	0	1	NCBI_PGAP	v4.6
258	NZ_CABDWP010000001	309071	310496	r	0	1	NCBI_PGAP	v4.6
259	NZ_CABDWP010000001	310645	311728	r	0	1	NCBI_PGAP	v4.6
260	NZ_CABDWP010000001	311727	312447	r	0	1	NCBI_PGAP	v4.6
261	NZ_CABDWP010000001	312538	313243	r	0	1	NCBI_PGAP	v4.6
262	NZ_CABDWP010000001	313356	314424	f	0	1	NCBI_PGAP	v4.6
263	NZ_CABDWP010000001	314483	314756	f	0	1	NCBI_PGAP	v4.6
264	NZ_CABDWP010000001	315426	317577	r	0	1	NCBI_PGAP	v4.6
265	NZ_CABDWP010000001	317627	318776	r	0	1	NCBI_PGAP	v4.6
266	NZ_CABDWP010000001	318741	319404	r	0	1	NCBI_PGAP	v4.6
267	NZ_CABDWP010000001	319533	319944	r	0	1	NCBI_PGAP	v4.6
268	NZ_CABDWP010000001	320219	320687	r	0	1	NCBI_PGAP	v4.6
269	NZ_CABDWP010000001	320705	322736	r	0	1	NCBI_PGAP	v4.6
270	NZ_CABDWP010000001	322748	323642	r	0	1	NCBI_PGAP	v4.6
271	NZ_CABDWP010000001	323812	324544	r	0	1	NCBI_PGAP	v4.6
272	NZ_CABDWP010000001	325000	326218	f	0	1	NCBI_PGAP	v4.6
273	NZ_CABDWP010000001	326275	327091	r	0	1	NCBI_PGAP	v4.6
274	NZ_CABDWP010000001	327152	327542	r	0	1	NCBI_PGAP	v4.6
275	NZ_CABDWP010000001	327752	328886	f	0	1	NCBI_PGAP	v4.6
276	NZ_CABDWP010000001	328863	329592	f	0	1	NCBI_PGAP	v4.6
277	NZ_CABDWP010000001	330230	330590	r	0	1	NCBI_PGAP	v4.6
278	NZ_CABDWP010000001	330607	331120	r	0	1	NCBI_PGAP	v4.6
279	NZ_CABDWP010000001	331140	331839	r	0	1	NCBI_PGAP	v4.6
280	NZ_CABDWP010000001	331843	334990	r	0	1	NCBI_PGAP	v4.6
281	NZ_CABDWP010000001	335002	336241	r	0	1	NCBI_PGAP	v4.6
282	NZ_CABDWP010000001	336237	337527	r	0	1	NCBI_PGAP	v4.6
283	NZ_CABDWP010000001	337614	338559	r	0	1	NCBI_PGAP	v4.6
284	NZ_CABDWP010000001	338567	338954	r	0	1	NCBI_PGAP	v4.6
285	NZ_CABDWP010000001	339098	340388	r	0	1	NCBI_PGAP	v4.6
286	NZ_CABDWP010000001	340859	341669	r	0	1	NCBI_PGAP	v4.6
287	NZ_CABDWP010000001	341986	343171	f	0	1	NCBI_PGAP	v4.6
288	NZ_CABDWP010000001	343227	343593	f	0	1	NCBI_PGAP	v4.6
289	NZ_CABDWP010000001	343630	345724	f	0	1	NCBI_PGAP	v4.6
290	NZ_CABDWP010000001	345720	346224	f	0	1	NCBI_PGAP	v4.6
291	NZ_CABDWP010000001	346275	349176	f	0	1	NCBI_PGAP	v4.6
292	NZ_CABDWP010000001	349179	350010	f	0	1	NCBI_PGAP	v4.6
293	NZ_CABDWP010000001	350024	350654	f	0	1	NCBI_PGAP	v4.6
294	NZ_CABDWP010000001	350628	351675	f	0	1	NCBI_PGAP	v4.6
295	NZ_CABDWP010000001	351876	353088	f	0	1	NCBI_PGAP	v4.6
296	NZ_CABDWP010000001	353154	353520	f	0	1	NCBI_PGAP	v4.6
297	NZ_CABDWP010000001	353556	355518	f	0	1	NCBI_PGAP	v4.6
298	NZ_CABDWP010000001	355514	356018	f	0	1	NCBI_PGAP	v4.6
299	NZ_CABDWP010000001	356022	358329	f	0	1	NCBI_PGAP	v4.6
300	NZ_CABDWP010000001	358432	361342	f	0	1	NCBI_PGAP	v4.6
301	NZ_CABDWP010000001	361341	362175	f	0	1	NCBI_PGAP	v4.6
302	NZ_CABDWP010000001	362183	362801	f	0	1	NCBI_PGAP	v4.6
303	NZ_CABDWP010000001	362803	363850	f	0	1	NCBI_PGAP	v4.6
304	NZ_CABDWP010000001	364281	364542	f	0	1	NCBI_PGAP	v4.6
305	NZ_CABDWP010000001	364675	365347	r	0	1	NCBI_PGAP	v4.6
306	NZ_CABDWP010000001	365627	367886	r	0	1	NCBI_PGAP	v4.6
307	NZ_CABDWP010000001	368192	369227	f	0	1	NCBI_PGAP	v4.6
308	NZ_CABDWP010000001	369406	370633	f	0	1	NCBI_PGAP	v4.6
309	NZ_CABDWP010000001	370635	372159	f	0	1	NCBI_PGAP	v4.6
310	NZ_CABDWP010000001	372229	374029	r	0	1	NCBI_PGAP	v4.6
311	NZ_CABDWP010000001	374188	375082	r	0	1	NCBI_PGAP	v4.6
312	NZ_CABDWP010000001	375363	375882	f	0	1	NCBI_PGAP	v4.6
313	NZ_CABDWP010000001	376118	379961	f	0	1	NCBI_PGAP	v4.6
314	NZ_CABDWP010000001	379979	380303	r	0	1	NCBI_PGAP	v4.6
315	NZ_CABDWP010000001	380367	381306	r	0	1	NCBI_PGAP	v4.6
316	NZ_CABDWP010000001	381360	382365	r	0	1	NCBI_PGAP	v4.6
317	NZ_CABDWP010000001	382741	383896	f	0	1	NCBI_PGAP	v4.6
318	NZ_CABDWP010000001	383932	385000	f	0	1	NCBI_PGAP	v4.6
319	NZ_CABDWP010000001	385020	386244	f	0	1	NCBI_PGAP	v4.6
320	NZ_CABDWP010000001	386236	387166	f	0	1	NCBI_PGAP	v4.6
321	NZ_CABDWP010000001	387210	388896	f	0	1	NCBI_PGAP	v4.6
322	NZ_CABDWP010000001	388895	389513	f	0	1	NCBI_PGAP	v4.6
323	NZ_CABDWP010000001	389578	390346	f	0	1	NCBI_PGAP	v4.6
324	NZ_CABDWP010000001	390342	391491	r	0	1	NCBI_PGAP	v4.6
325	NZ_CABDWP010000001	397711	398713	f	0	1	NCBI_PGAP	v4.6
326	NZ_CABDWP010000001	398779	399526	r	0	1	NCBI_PGAP	v4.6
327	NZ_CABDWP010000001	399703	400165	r	0	1	NCBI_PGAP	v4.6
328	NZ_CABDWP010000001	400615	403333	f	0	1	NCBI_PGAP	v4.6
329	NZ_CABDWP010000001	403394	403889	r	0	1	NCBI_PGAP	v4.6
330	NZ_CABDWP010000001	403999	406216	r	0	1	NCBI_PGAP	v4.6
